License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
SUPERBIRD-B2-R,Japan 🇯🇵,162.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SUPERBIRD-B2-R&sel_satname=SUPERBIRD-B2-R&plan_id=
SUPERBIRD-B,Japan 🇯🇵,162.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SUPERBIRD-B&sel_satname=SUPERBIRD-B&plan_id=
JMCS-3B,Japan 🇯🇵,162.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=JMCS-3B&sel_satname=JMCS-3B&plan_id=
JMCS-B4-X,Japan 🇯🇵,162.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=JMCS-B4-X&sel_satname=JMCS-B4-X&plan_id=
JMCS-162E,Japan 🇯🇵,162.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=JMCS-162E&sel_satname=JMCS-162E&plan_id=
N-SAT2-162E,Japan 🇯🇵,162.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=N-SAT2-162E&sel_satname=N-SAT2-162E&plan_id=
N-SAT-Y18-162E,Japan 🇯🇵,162.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y18-162E&sel_satname=N-SAT-Y18-162E&plan_id=
N-SAT-Y12-162E,Japan 🇯🇵,162.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=N-SAT-Y12-162E&sel_satname=N-SAT-Y12-162E&plan_id=
SUPERBIRD-B2,Japan 🇯🇵,162.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SUPERBIRD-B2&sel_satname=SUPERBIRD-B2&plan_id=
PESSE-162E,Netherlands 🇳🇱,162.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-162E&sel_satname=PESSE-162E&plan_id=
N-SAT-Y15-162E,Japan 🇯🇵,162.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=N-SAT-Y15-162E&sel_satname=N-SAT-Y15-162E&plan_id=
JMCS-6-162E,Japan 🇯🇵,162.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=JMCS-6-162E&sel_satname=JMCS-6-162E&plan_id=
SUPERBIRD-B2-KA,Japan 🇯🇵,162.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SUPERBIRD-B2-KA&sel_satname=SUPERBIRD-B2-KA&plan_id=
N-SAT-Y22-162E,Japan 🇯🇵,162.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y22-162E&sel_satname=N-SAT-Y22-162E&plan_id=
PHL00000,Philippines 🇵🇭,161.0°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=PHL00000&sel_satname=PHL00000&plan_id=plan
