Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
USGOVSAT-5R,United States 🇺🇸,112.0°W,Non-Planned,Early-Stage,No,Partial,No,0.15°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGOVSAT-5R&sel_satname=USGOVSAT-5R&plan_id=
USGOVSAT-5A,United States 🇺🇸,112.0°W,Non-Planned,Early-Stage,No,Partial,No,0.15°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGOVSAT-5A&sel_satname=USGOVSAT-5A&plan_id=
CHNHTSAT-111.7W,China 🇨🇳,111.7°W,Non-Planned,Early-Stage,No,n/a,No,0.45°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNHTSAT-111.7W&sel_satname=CHNHTSAT-111.7W&plan_id=
ONETEL-113W,Cyprus 🇨🇾,113.0°W,Non-Planned,Early-Stage,No,n/a,No,0.85°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ONETEL-113W&sel_satname=ONETEL-113W&plan_id=
MEX00000,Mexico 🇲🇽,113.0°W,Planned,Early-Stage,No,n/a,No,0.85°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=MEX00000&sel_satname=MEX00000&plan_id=plan
F-SAT-N7-113W,France 🇫🇷,113.0°W,Non-Planned,Early-Stage,No,n/a,No,0.85°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-113W&sel_satname=F-SAT-N7-113W&plan_id=
F-SAT-RN-113W,France 🇫🇷,113.0°W,Non-Planned,Early-Stage,No,n/a,No,0.85°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-RN-113W&sel_satname=F-SAT-RN-113W&plan_id=
MEXSAT-113-L-7M,Mexico 🇲🇽,113.0°W,Non-Planned,Early-Stage,No,n/a,No,0.85°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MEXSAT-113-L-7M&sel_satname=MEXSAT-113-L-7M&plan_id=
SOLIDARIDAD 2M,Mexico 🇲🇽,113.0°W,Non-Planned,Late-Stage,Yes,No,No,0.85°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SOLIDARIDAD+2M&sel_satname=SOLIDARIDAD+2M&plan_id=
F-SAT-P-30B-113W-F,France 🇫🇷,113.0°W,Planned,Early-Stage,No,n/a,No,0.85°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-P-30B-113W-F&sel_satname=F-SAT-P-30B-113W-F&plan_id=plan
SOLIDARIDAD 2MA,Mexico 🇲🇽,113.0°W,Non-Planned,Late-Stage,Yes,No,No,0.85°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SOLIDARIDAD+2MA&sel_satname=SOLIDARIDAD+2MA&plan_id=
SE-8-113W,Norway 🇳🇴,113.0°W,Non-Planned,Early-Stage,No,n/a,No,0.85°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SE-8-113W&sel_satname=SE-8-113W&plan_id=
MADAR-113W-2,United Arab Emirates 🇦🇪,113.0°W,Non-Planned,Early-Stage,No,n/a,No,0.85°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-113W-2&sel_satname=MADAR-113W-2&plan_id=
F-SAT-N8-113W,France 🇫🇷,113.0°W,Non-Planned,Early-Stage,No,n/a,No,0.85°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N8-113W&sel_satname=F-SAT-N8-113W&plan_id=
F-SAT-N10-113W,France 🇫🇷,113.0°W,Non-Planned,Early-Stage,No,n/a,No,0.85°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N10-113W&sel_satname=F-SAT-N10-113W&plan_id=
MEXSAT 113 AP30B,Mexico 🇲🇽,113.0°W,Planned,Late-Stage,No,No,No,0.85°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=MEXSAT+113+AP30B&sel_satname=MEXSAT+113+AP30B&plan_id=plan
F-SAT-30B-113W,France 🇫🇷,113.0°W,Planned,Early-Stage,No,n/a,No,0.85°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-113W&sel_satname=F-SAT-30B-113W&plan_id=plan
SATMEX 7,Mexico 🇲🇽,113.0°W,Non-Planned,Late-Stage,Yes,No,No,0.85°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SATMEX+7&sel_satname=SATMEX+7&plan_id=
MEXSAT113 L-CEXT-X,Mexico 🇲🇽,113.0°W,Non-Planned,Late-Stage,Yes,No,Partial,0.85°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=MEXSAT113+L-CEXT-X&sel_satname=MEXSAT113+L-CEXT-X&plan_id=
