Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
ARABSAT-AXB30E,Saudi Arabia 🇸🇦,30.9°E,Planned,Late-Stage,Yes,No,No,0.04°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ARABSAT-AXB30E&sel_satname=ARABSAT-AXB30E&plan_id=plan
KWT00000,Kuwait 🇰🇼,30.9°E,Planned,Early-Stage,No,n/a,No,0.04°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KWT00000&sel_satname=KWT00000&plan_id=plan
EDRS-31E,France 🇫🇷,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.06°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EDRS-31E&sel_satname=EDRS-31E&plan_id=
TURKSAT-31E-H,Türkiye 🇹🇷,31.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=TURKSAT-31E-H&sel_satname=TURKSAT-31E-H&plan_id=
SMMSAT-4R,Sweden 🇸🇪,31.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SMMSAT-4R&sel_satname=SMMSAT-4R&plan_id=
SMMSAT-4R_1,Sweden 🇸🇪,31.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SMMSAT-4R_1&sel_satname=SMMSAT-4R_1&plan_id=
UKMMSAT-B1,United Kingdom 🇬🇧,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.06°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=UKMMSAT-B1&sel_satname=UKMMSAT-B1&plan_id=
TURKSAT-31E-C,Türkiye 🇹🇷,31.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-31E-C&sel_satname=TURKSAT-31E-C&plan_id=
TURKSAT-31E-B,Türkiye 🇹🇷,31.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-31E-B&sel_satname=TURKSAT-31E-B&plan_id=
UKMMSAT-B1-TTC-C,United Kingdom 🇬🇧,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.06°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=UKMMSAT-B1-TTC-C&sel_satname=UKMMSAT-B1-TTC-C&plan_id=
TURKSAT-31E-A,Türkiye 🇹🇷,31.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-31E-A&sel_satname=TURKSAT-31E-A&plan_id=
TURKSAT-2B,Türkiye 🇹🇷,31.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-2B&sel_satname=TURKSAT-2B&plan_id=
TURKSAT-1B,Türkiye 🇹🇷,31.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-1B&sel_satname=TURKSAT-1B&plan_id=
TURKSAT-31E-F,Türkiye 🇹🇷,31.0°E,Non-Planned,Late-Stage,Yes,Full,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-31E-F&sel_satname=TURKSAT-31E-F&plan_id=
TURKSAT-K1,Türkiye 🇹🇷,31.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-K1&sel_satname=TURKSAT-K1&plan_id=
TURKSAT-31E-J,Türkiye 🇹🇷,31.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=TURKSAT-31E-J&sel_satname=TURKSAT-31E-J&plan_id=
LUX-G3-4,Luxembourg 🇱🇺,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.06°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LUX-G3-4&sel_satname=LUX-G3-4&plan_id=
UKDRS-A11,United Kingdom 🇬🇧,31.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UKDRS-A11&sel_satname=UKDRS-A11&plan_id=
UKJKSAT-1,United Kingdom 🇬🇧,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.06°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=UKJKSAT-1&sel_satname=UKJKSAT-1&plan_id=
TURKSAT-31E-D,Türkiye 🇹🇷,31.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-31E-D&sel_satname=TURKSAT-31E-D&plan_id=
UKDSAT-B1,United Kingdom 🇬🇧,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.06°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=UKDSAT-B1&sel_satname=UKDSAT-B1&plan_id=
EDRS-31.2E,France 🇫🇷,31.2°E,Non-Planned,Early-Stage,No,n/a,No,0.26°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EDRS-31.2E&sel_satname=EDRS-31.2E&plan_id=
ARABSAT-AXB30.5E,Saudi Arabia 🇸🇦,30.5°E,Planned,Late-Stage,Yes,No,No,0.44°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT-AXB30.5E&sel_satname=ARABSAT-AXB30.5E&plan_id=plan
ARABSAT-11A-30.5E,Saudi Arabia 🇸🇦,30.5°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-11A-30.5E&sel_satname=ARABSAT-11A-30.5E&plan_id=
ARABSAT 2-A,Saudi Arabia 🇸🇦,30.5°E,Non-Planned,Late-Stage,Yes,No,No,0.44°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT+2-A&sel_satname=ARABSAT+2-A&plan_id=
ARABSAT 8A-30.5E,Saudi Arabia 🇸🇦,30.5°E,Non-Planned,Late-Stage,Yes,No,No,0.44°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT+8A-30.5E&sel_satname=ARABSAT+8A-30.5E&plan_id=
ARABSAT-KA-30.5E,Saudi Arabia 🇸🇦,30.5°E,Non-Planned,Late-Stage,Yes,No,No,0.44°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT-KA-30.5E&sel_satname=ARABSAT-KA-30.5E&plan_id=
ARABSAT 8A-30.5E_1,Saudi Arabia 🇸🇦,30.5°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT+8A-30.5E_1&sel_satname=ARABSAT+8A-30.5E_1&plan_id=
ARABSAT 7A-30.5E,Saudi Arabia 🇸🇦,30.5°E,Non-Planned,Late-Stage,Yes,No,No,0.44°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT+7A-30.5E&sel_satname=ARABSAT+7A-30.5E&plan_id=
ARABSAT 5A-30.5E,Saudi Arabia 🇸🇦,30.5°E,Non-Planned,Late-Stage,Yes,No,No,0.44°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT+5A-30.5E&sel_satname=ARABSAT+5A-30.5E&plan_id=
ARABSAT-9A-30.5E,Saudi Arabia 🇸🇦,30.5°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-9A-30.5E&sel_satname=ARABSAT-9A-30.5E&plan_id=
ROU-MILSATCOM1-30.45E,Romania 🇷🇴,30.45°E,Non-Planned,Early-Stage,No,n/a,No,0.49°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ROU-MILSATCOM1-30.45E&sel_satname=ROU-MILSATCOM1-30.45E&plan_id=
MN-GEO-30.45,China 🇨🇳,30.45°E,Non-Planned,Early-Stage,No,n/a,No,0.49°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MN-GEO-30.45&sel_satname=MN-GEO-30.45&plan_id=
ROU00000,Romania 🇷🇴,30.45°E,Planned,Early-Stage,No,n/a,No,0.49°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ROU00000&sel_satname=ROU00000&plan_id=plan
LUX-30B-G5-31.5E,Luxembourg 🇱🇺,31.5°E,Planned,Early-Stage,No,n/a,No,0.56°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=LUX-30B-G5-31.5E&sel_satname=LUX-30B-G5-31.5E&plan_id=plan
UGA00000,Uganda 🇺🇬,31.5°E,Planned,Early-Stage,No,n/a,No,0.56°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=UGA00000&sel_satname=UGA00000&plan_id=plan
LUX-G7-9-E2,Luxembourg 🇱🇺,31.5°E,Non-Planned,Late-Stage,Yes,No,No,0.56°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LUX-G7-9-E2&sel_satname=LUX-G7-9-E2&plan_id=
LUX-G6-9,Luxembourg 🇱🇺,31.5°E,Non-Planned,Late-Stage,Yes,No,No,0.56°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LUX-G6-9&sel_satname=LUX-G6-9&plan_id=
STP00000,Sao Tome and Principe 🇸🇹,30.25°E,Planned,Early-Stage,No,n/a,No,0.69°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=STP00000&sel_satname=STP00000&plan_id=plan
SWZ00000,Eswatini 🇸🇿,30.1°E,Planned,Early-Stage,No,n/a,No,0.84°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=SWZ00000&sel_satname=SWZ00000&plan_id=plan
USGAE-16R,United States 🇺🇸,30.0°E,Non-Planned,Late-Stage,Yes,No,No,0.94°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGAE-16R&sel_satname=USGAE-16R&plan_id=
