Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
GENESIS-19,Germany 🇩🇪,63.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=GENESIS-19&sel_satname=GENESIS-19&plan_id=
INMARSAT-KA 63E,United Kingdom 🇬🇧,63.0°E,Non-Planned,Late-Stage,Yes,No,No,0.06°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-KA+63E&sel_satname=INMARSAT-KA+63E&plan_id=
INSAT-KU18(62.8E),India 🇮🇳,62.8°E,Non-Planned,Early-Stage,No,n/a,No,0.26°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KU18(62.8E)&sel_satname=INSAT-KU18(62.8E)&plan_id=
INSAT-KUP-FSS(62.8E),India 🇮🇳,62.8°E,Planned,Early-Stage,No,n/a,No,0.26°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=INSAT-KUP-FSS(62.8E)&sel_satname=INSAT-KUP-FSS(62.8E)&plan_id=plan
UAE00000,United Arab Emirates 🇦🇪,63.5°E,Planned,Early-Stage,No,n/a,No,0.44°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=UAE00000&sel_satname=UAE00000&plan_id=plan
USEWSG-2,United States 🇺🇸,63.5°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USEWSG-2&sel_satname=USEWSG-2&plan_id=
IK-62.5E-F,Russian Federation 🇷🇺,62.5°E,Planned,Early-Stage,No,n/a,No,0.56°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=IK-62.5E-F&sel_satname=IK-62.5E-F&plan_id=plan
INMARSAT GSO-2N,United Kingdom 🇬🇧,64.0°E,Non-Planned,Late-Stage,Yes,No,No,0.94°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT+GSO-2N&sel_satname=INMARSAT+GSO-2N&plan_id=
INMARSAT-3 IOR-1,United Kingdom 🇬🇧,64.0°E,Non-Planned,Late-Stage,Yes,No,No,0.94°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-3+IOR-1&sel_satname=INMARSAT-3+IOR-1&plan_id=
INMARSAT-ISL-64E,United Kingdom 🇬🇧,64.0°E,Non-Planned,Early-Stage,No,n/a,No,0.94°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=INMARSAT-ISL-64E&sel_satname=INMARSAT-ISL-64E&plan_id=
NEW DAWN 46-1,Papua New Guinea 🇵🇬,64.0°E,Non-Planned,Early-Stage,No,n/a,No,0.94°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NEW+DAWN+46-1&sel_satname=NEW+DAWN+46-1&plan_id=
INMARSAT-6-64E-R,United Kingdom 🇬🇧,64.0°E,Non-Planned,Early-Stage,No,n/a,No,0.94°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-6-64E-R&sel_satname=INMARSAT-6-64E-R&plan_id=
NEW DAWN 23,Papua New Guinea 🇵🇬,64.0°E,Non-Planned,Late-Stage,Yes,No,Partial,0.94°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NEW+DAWN+23&sel_satname=NEW+DAWN+23&plan_id=
INTELSAT8 64E,United States 🇺🇸,64.0°E,Non-Planned,Late-Stage,Yes,No,No,0.94°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT8+64E&sel_satname=INTELSAT8+64E&plan_id=
INTELSAT7 64E,United States 🇺🇸,64.0°E,Non-Planned,Late-Stage,Yes,No,No,0.94°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT7+64E&sel_satname=INTELSAT7+64E&plan_id=
INTELSAT9 64E,United States 🇺🇸,64.0°E,Non-Planned,Late-Stage,Yes,No,No,0.94°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT9+64E&sel_satname=INTELSAT9+64E&plan_id=
INMARSAT-4B 64E,United Kingdom 🇬🇧,64.0°E,Non-Planned,Late-Stage,Yes,No,No,0.94°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-4B+64E&sel_satname=INMARSAT-4B+64E&plan_id=
