Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
USASAT-14K,United States 🇺🇸,172.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-14K&sel_satname=USASAT-14K&plan_id=
USASAT-60A,United States 🇺🇸,172.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-60A&sel_satname=USASAT-60A&plan_id=
IRIS-7B,United States 🇺🇸,172.0°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRIS-7B&sel_satname=IRIS-7B&plan_id=
F-SAT-N-172E,France 🇫🇷,172.0°E,Non-Planned,Late-Stage,Yes,No,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N-172E&sel_satname=F-SAT-N-172E&plan_id=
KASATCOM-5,United States 🇺🇸,172.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=KASATCOM-5&sel_satname=KASATCOM-5&plan_id=
USASAT-60Y,United States 🇺🇸,172.0°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-60Y&sel_satname=USASAT-60Y&plan_id=
FLTSATCOM-C W PAC-1,United States 🇺🇸,172.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=FLTSATCOM-C+W+PAC-1&sel_satname=FLTSATCOM-C+W+PAC-1&plan_id=
FLTSATCOM W PAC,United States 🇺🇸,172.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=FLTSATCOM+W+PAC&sel_satname=FLTSATCOM+W+PAC&plan_id=
F-SAT-N7-172E,France 🇫🇷,172.0°E,Non-Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-172E&sel_satname=F-SAT-N7-172E&plan_id=
F-SAT-E-30B-172E,France 🇫🇷,172.0°E,Planned,Late-Stage,Yes,No,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-E-30B-172E&sel_satname=F-SAT-E-30B-172E&plan_id=plan
F-SAT-30B-172E,France 🇫🇷,172.0°E,Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-172E&sel_satname=F-SAT-30B-172E&plan_id=plan
CHNNEWSAT-G1-171E,China 🇨🇳,171.0°E,Non-Planned,Early-Stage,No,n/a,No,1.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G1-171E&sel_satname=CHNNEWSAT-G1-171E&plan_id=
CTDRS-2-171E,China 🇨🇳,171.0°E,Non-Planned,Late-Stage,Yes,No,No,1.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CTDRS-2-171E&sel_satname=CTDRS-2-171E&plan_id=
