Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
EGJAN1A,Egypt 🇪🇬,7.0°W,Non-Planned,Late-Stage,Yes,No,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EGJAN1A&sel_satname=EGJAN1A&plan_id=
NILESAT-301-7W,Egypt 🇪🇬,7.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NILESAT-301-7W&sel_satname=NILESAT-301-7W&plan_id=
NILESAT-103,Egypt 🇪🇬,7.0°W,Non-Planned,Late-Stage,Yes,No,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NILESAT-103&sel_satname=NILESAT-103&plan_id=
F-SAT-KU-E-7W,France 🇫🇷,7.0°W,Non-Planned,Late-Stage,Yes,No,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-KU-E-7W&sel_satname=F-SAT-KU-E-7W&plan_id=
F-SAT-N7-7W,France 🇫🇷,7.0°W,Non-Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-7W&sel_satname=F-SAT-N7-7W&plan_id=
AMS-B12-7W,Israel 🇮🇱,7.0°W,Non-Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AMS-B12-7W&sel_satname=AMS-B12-7W&plan_id=
F-SAT-N3-7W,France 🇫🇷,7.0°W,Non-Planned,Late-Stage,Yes,No,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N3-7W&sel_satname=F-SAT-N3-7W&plan_id=
GEOSAT-30B,France 🇫🇷,7.0°W,Planned,Late-Stage,Yes,No,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GEOSAT-30B&sel_satname=GEOSAT-30B&plan_id=plan
F-SAT-E-30B-7W,France 🇫🇷,7.0°W,Planned,Late-Stage,Yes,No,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-E-30B-7W&sel_satname=F-SAT-E-30B-7W&plan_id=plan
EGY-N-SAT,Egypt 🇪🇬,7.0°W,Non-Planned,Late-Stage,Yes,Full,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EGY-N-SAT&sel_satname=EGY-N-SAT&plan_id=
EGY-N2-SAT,Egypt 🇪🇬,7.0°W,Non-Planned,Early-Stage,No,n/a,No,0.00°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=EGY-N2-SAT&sel_satname=EGY-N2-SAT&plan_id=
FMS5-7W,France 🇫🇷,7.0°W,Non-Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FMS5-7W&sel_satname=FMS5-7W&plan_id=
F-SAT-30B-1-7W,France 🇫🇷,7.0°W,Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-1-7W&sel_satname=F-SAT-30B-1-7W&plan_id=plan
F-SAT-30B-7W,France 🇫🇷,7.0°W,Planned,Early-Stage,No,n/a,No,0.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-7W&sel_satname=F-SAT-30B-7W&plan_id=plan
HNG00000,Hungary 🇭🇺,7.5°W,Planned,Early-Stage,No,n/a,No,0.50°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HNG00000&sel_satname=HNG00000&plan_id=plan
FMS5-6W,France 🇫🇷,6.0°W,Non-Planned,Early-Stage,No,n/a,No,1.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FMS5-6W&sel_satname=FMS5-6W&plan_id=
INMARSAT-8-6W,United Kingdom 🇬🇧,6.0°W,Non-Planned,Early-Stage,No,n/a,No,1.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-8-6W&sel_satname=INMARSAT-8-6W&plan_id=
MLI00000,Mali 🇲🇱,6.0°W,Planned,Early-Stage,No,n/a,No,1.00°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=MLI00000&sel_satname=MLI00000&plan_id=plan
