Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
OMANSAT-104.5E,Oman 🇴🇲,104.5°E,Non-Planned,Early-Stage,No,n/a,No,0.13°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=OMANSAT-104.5E&sel_satname=OMANSAT-104.5E&plan_id=
INSAT-KA104.5E,India 🇮🇳,104.5°E,Non-Planned,Early-Stage,No,n/a,No,0.13°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KA104.5E&sel_satname=INSAT-KA104.5E&plan_id=
INSAT-EXC(104.4E),India 🇮🇳,104.4°E,Planned,Early-Stage,No,n/a,No,0.23°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=INSAT-EXC(104.4E)&sel_satname=INSAT-EXC(104.4E)&plan_id=plan
NYASIABSS,Papua New Guinea 🇵🇬,105.0°E,Non-Planned,Early-Stage,No,n/a,No,0.37°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NYASIABSS&sel_satname=NYASIABSS&plan_id=
FY-2A,China 🇨🇳,105.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.37°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=FY-2A&sel_satname=FY-2A&plan_id=
FYGEOSAT-105E,China 🇨🇳,105.0°E,Non-Planned,Late-Stage,Yes,No,No,0.37°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=FYGEOSAT-105E&sel_satname=FYGEOSAT-105E&plan_id=
FYGEOSAT-A-105E,China 🇨🇳,105.0°E,Non-Planned,Early-Stage,No,n/a,No,0.37°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FYGEOSAT-A-105E&sel_satname=FYGEOSAT-A-105E&plan_id=
ASIABSS,Australia 🇦🇺,105.0°E,Non-Planned,Late-Stage,Yes,No,No,0.37°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ASIABSS&sel_satname=ASIABSS&plan_id=
FY-2AS,China 🇨🇳,105.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.37°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=FY-2AS&sel_satname=FY-2AS&plan_id=
CD-SAT-FSS-105.2E-G2,France 🇫🇷,105.2°E,Planned,Early-Stage,No,n/a,No,0.57°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CD-SAT-FSS-105.2E-G2&sel_satname=CD-SAT-FSS-105.2E-G2&plan_id=plan
ADF 104E IOR,Australia 🇦🇺,104.0°E,Non-Planned,Early-Stage,No,n/a,No,0.63°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ADF+104E+IOR&sel_satname=ADF+104E+IOR&plan_id=
OMA00000,Oman 🇴🇲,104.0°E,Planned,Early-Stage,No,n/a,No,0.63°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=OMA00000&sel_satname=OMA00000&plan_id=plan
ADF WEST-5,Australia 🇦🇺,104.0°E,Non-Planned,Late-Stage,Yes,No,No,0.63°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ADF+WEST-5&sel_satname=ADF+WEST-5&plan_id=
DDSP-104E,Australia 🇦🇺,104.0°E,Non-Planned,Late-Stage,Yes,No,Total,0.63°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=DDSP-104E&sel_satname=DDSP-104E&plan_id=
SPACENS-104E,France 🇫🇷,104.0°E,Non-Planned,Early-Stage,No,n/a,No,0.63°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SPACENS-104E&sel_satname=SPACENS-104E&plan_id=
