Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
LUX-30B-G4-19.2E,Luxembourg 🇱🇺,19.2°E,Planned,Late-Stage,Yes,No,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LUX-30B-G4-19.2E&sel_satname=LUX-30B-G4-19.2E&plan_id=plan
GDL-6,Luxembourg 🇱🇺,19.2°E,Planned,Late-Stage,Yes,Partial,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GDL-6&sel_satname=GDL-6&plan_id=plan
GDL-7,Luxembourg 🇱🇺,19.2°E,Non-Planned,Late-Stage,Yes,Partial,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GDL-7&sel_satname=GDL-7&plan_id=
LUX-G3-19.2E,Luxembourg 🇱🇺,19.2°E,Non-Planned,Late-Stage,Yes,Partial,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LUX-G3-19.2E&sel_satname=LUX-G3-19.2E&plan_id=
LUX-G6-5,Luxembourg 🇱🇺,19.2°E,Non-Planned,Late-Stage,Yes,Partial,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LUX-G6-5&sel_satname=LUX-G6-5&plan_id=
LUX-G14-5,Luxembourg 🇱🇺,19.2°E,Non-Planned,Early-Stage,No,n/a,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=LUX-G14-5&sel_satname=LUX-G14-5&plan_id=
LUX-G15-5,Luxembourg 🇱🇺,19.2°E,Non-Planned,Early-Stage,No,n/a,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=LUX-G15-5&sel_satname=LUX-G15-5&plan_id=
LUX-30B-5,Luxembourg 🇱🇺,19.2°E,Planned,Late-Stage,Yes,No,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=LUX-30B-5&sel_satname=LUX-30B-5&plan_id=plan
LUX-30B-G5-19.2E,Luxembourg 🇱🇺,19.2°E,Planned,Early-Stage,No,n/a,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=LUX-30B-G5-19.2E&sel_satname=LUX-30B-G5-19.2E&plan_id=plan
LUX00000,Luxembourg 🇱🇺,19.2°E,Planned,Early-Stage,No,n/a,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=LUX00000&sel_satname=LUX00000&plan_id=plan
GDL-6,Luxembourg 🇱🇺,19.2°E,Non-Planned,Late-Stage,Yes,Partial,No,0.02°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GDL-6&sel_satname=GDL-6&plan_id=
USGAE-23M,United States 🇺🇸,19.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.18°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGAE-23M&sel_satname=USGAE-23M&plan_id=
CHNHTSAT-19.4E,China 🇨🇳,19.4°E,Non-Planned,Early-Stage,No,n/a,No,0.22°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNHTSAT-19.4E&sel_satname=CHNHTSAT-19.4E&plan_id=
ITASAT-1C,Italy 🇮🇹,19.5°E,Non-Planned,Early-Stage,No,n/a,No,0.32°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ITASAT-1C&sel_satname=ITASAT-1C&plan_id=
CHNHTSAT-18.4E,China 🇨🇳,18.4°E,Non-Planned,Early-Stage,No,n/a,No,0.78°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNHTSAT-18.4E&sel_satname=CHNHTSAT-18.4E&plan_id=
