Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
ARABSAT 8A-30.5E_1,Saudi Arabia 🇸🇦,30.5°E,Non-Planned,Early-Stage,No,n/a,No,0.03°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT+8A-30.5E_1&sel_satname=ARABSAT+8A-30.5E_1&plan_id=
ARABSAT 7A-30.5E,Saudi Arabia 🇸🇦,30.5°E,Non-Planned,Late-Stage,Yes,Partial,No,0.03°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT+7A-30.5E&sel_satname=ARABSAT+7A-30.5E&plan_id=
STP00000,Sao Tome and Principe 🇸🇹,30.25°E,Planned,Early-Stage,No,n/a,No,0.22°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=STP00000&sel_satname=STP00000&plan_id=plan
SWZ00000,Eswatini 🇸🇿,30.1°E,Planned,Early-Stage,No,n/a,No,0.37°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=SWZ00000&sel_satname=SWZ00000&plan_id=plan
ARABSAT-AXB30E,Saudi Arabia 🇸🇦,30.9°E,Planned,Late-Stage,Yes,No,No,0.43°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ARABSAT-AXB30E&sel_satname=ARABSAT-AXB30E&plan_id=plan
KWT00000,Kuwait 🇰🇼,30.9°E,Planned,Early-Stage,No,n/a,No,0.43°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KWT00000&sel_satname=KWT00000&plan_id=plan
USGAE-16R,United States 🇺🇸,30.0°E,Non-Planned,Late-Stage,Yes,No,No,0.47°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGAE-16R&sel_satname=USGAE-16R&plan_id=
TURKSAT-K1,Türkiye 🇹🇷,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-K1&sel_satname=TURKSAT-K1&plan_id=
TURKSAT-31E-F,Türkiye 🇹🇷,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-31E-F&sel_satname=TURKSAT-31E-F&plan_id=
TURKSAT-1B,Türkiye 🇹🇷,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-1B&sel_satname=TURKSAT-1B&plan_id=
TURKSAT-2B,Türkiye 🇹🇷,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-2B&sel_satname=TURKSAT-2B&plan_id=
TURKSAT-31E-A,Türkiye 🇹🇷,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-31E-A&sel_satname=TURKSAT-31E-A&plan_id=
LUX-G3-4,Luxembourg 🇱🇺,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LUX-G3-4&sel_satname=LUX-G3-4&plan_id=
UKMMSAT-B1-TTC-C,United Kingdom 🇬🇧,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=UKMMSAT-B1-TTC-C&sel_satname=UKMMSAT-B1-TTC-C&plan_id=
TURKSAT-31E-B,Türkiye 🇹🇷,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-31E-B&sel_satname=TURKSAT-31E-B&plan_id=
UKJKSAT-1,United Kingdom 🇬🇧,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=UKJKSAT-1&sel_satname=UKJKSAT-1&plan_id=
UKMMSAT-B1,United Kingdom 🇬🇧,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=UKMMSAT-B1&sel_satname=UKMMSAT-B1&plan_id=
SMMSAT-4R_1,Sweden 🇸🇪,31.0°E,Non-Planned,Early-Stage,No,n/a,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SMMSAT-4R_1&sel_satname=SMMSAT-4R_1&plan_id=
SMMSAT-4R,Sweden 🇸🇪,31.0°E,Non-Planned,Early-Stage,No,n/a,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SMMSAT-4R&sel_satname=SMMSAT-4R&plan_id=
EDRS-31E,France 🇫🇷,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EDRS-31E&sel_satname=EDRS-31E&plan_id=
TURKSAT-31E-H,Türkiye 🇹🇷,31.0°E,Non-Planned,Early-Stage,No,n/a,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=TURKSAT-31E-H&sel_satname=TURKSAT-31E-H&plan_id=
UKDRS-A11,United Kingdom 🇬🇧,31.0°E,Non-Planned,Early-Stage,No,n/a,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UKDRS-A11&sel_satname=UKDRS-A11&plan_id=
TURKSAT-31E-D,Türkiye 🇹🇷,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-31E-D&sel_satname=TURKSAT-31E-D&plan_id=
TURKSAT-31E-J,Türkiye 🇹🇷,31.0°E,Non-Planned,Early-Stage,No,n/a,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=TURKSAT-31E-J&sel_satname=TURKSAT-31E-J&plan_id=
TURKSAT-31E-C,Türkiye 🇹🇷,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-31E-C&sel_satname=TURKSAT-31E-C&plan_id=
UKDSAT-B1,United Kingdom 🇬🇧,31.0°E,Non-Planned,Late-Stage,Yes,No,No,0.53°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=UKDSAT-B1&sel_satname=UKDSAT-B1&plan_id=
EDRS-31.2E,France 🇫🇷,31.2°E,Non-Planned,Early-Stage,No,n/a,No,0.73°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EDRS-31.2E&sel_satname=EDRS-31.2E&plan_id=
KYPROS-29.6E,Cyprus 🇨🇾,29.6°E,Non-Planned,Early-Stage,No,n/a,No,0.87°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KYPROS-29.6E&sel_satname=KYPROS-29.6E&plan_id=
