Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
NSS-G2-1-1,Netherlands 🇳🇱,177.0°W,Non-Planned,Early-Stage,No,n/a,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=NSS-G2-1-1&sel_satname=NSS-G2-1-1&plan_id=
FLTSATCOM-C W PAC-2,United States 🇺🇸,177.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=FLTSATCOM-C+W+PAC-2&sel_satname=FLTSATCOM-C+W+PAC-2&plan_id=
NSS-G9-177W,Netherlands 🇳🇱,177.0°W,Non-Planned,Early-Stage,No,n/a,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G9-177W&sel_satname=NSS-G9-177W&plan_id=
INTELSAT IBS 183E,Netherlands 🇳🇱,177.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT+IBS+183E&sel_satname=INTELSAT+IBS+183E&plan_id=
YAMAL-183E,Russian Federation 🇷🇺,177.0°W,Non-Planned,Late-Stage,Yes,No,No,0.06°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=YAMAL-183E&sel_satname=YAMAL-183E&plan_id=
NSS-G2-1,Netherlands 🇳🇱,177.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NSS-G2-1&sel_satname=NSS-G2-1&plan_id=
NSS-FSS-G2 177W,Netherlands 🇳🇱,177.0°W,Planned,Early-Stage,No,n/a,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NSS-FSS-G2+177W&sel_satname=NSS-FSS-G2+177W&plan_id=plan
NSS-19,Netherlands 🇳🇱,177.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NSS-19&sel_satname=NSS-19&plan_id=
INTELSAT5 183E,Netherlands 🇳🇱,177.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT5+183E&sel_satname=INTELSAT5+183E&plan_id=
INTELSAT5A 183E,Netherlands 🇳🇱,177.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT5A+183E&sel_satname=INTELSAT5A+183E&plan_id=
IRIS-8A,United States 🇺🇸,177.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=IRIS-8A&sel_satname=IRIS-8A&plan_id=
INTELSAT8 183E,Netherlands 🇳🇱,177.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT8+183E&sel_satname=INTELSAT8+183E&plan_id=
INTELSAT7 183E,Netherlands 🇳🇱,177.0°W,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT7+183E&sel_satname=INTELSAT7+183E&plan_id=
