Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
ARABSAT-AXB26E_C,Saudi Arabia 🇸🇦,26.0°E,Planned,Late-Stage,Yes,No,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ARABSAT-AXB26E_C&sel_satname=ARABSAT-AXB26E_C&plan_id=plan
ARABSAT-EXT-C2,Saudi Arabia 🇸🇦,26.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT-EXT-C2&sel_satname=ARABSAT-EXT-C2&plan_id=
ARABSAT 1-B,Saudi Arabia 🇸🇦,26.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT+1-B&sel_satname=ARABSAT+1-B&plan_id=
ARABSAT-KU-26E,Saudi Arabia 🇸🇦,26.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT-KU-26E&sel_satname=ARABSAT-KU-26E&plan_id=
ARABSAT-KA-26E,Saudi Arabia 🇸🇦,26.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT-KA-26E&sel_satname=ARABSAT-KA-26E&plan_id=
ARABSAT 5B-26E,Saudi Arabia 🇸🇦,26.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT+5B-26E&sel_satname=ARABSAT+5B-26E&plan_id=
ARABSAT 7B-26E,Saudi Arabia 🇸🇦,26.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT+7B-26E&sel_satname=ARABSAT+7B-26E&plan_id=
ARABSAT 2-B,Saudi Arabia 🇸🇦,26.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT+2-B&sel_satname=ARABSAT+2-B&plan_id=
QATARSAT-AMATEUR-2,Qatar 🇶🇦,26.0°E,Non-Planned,Late-Stage,Yes,No,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=QATARSAT-AMATEUR-2&sel_satname=QATARSAT-AMATEUR-2&plan_id=
ARABSAT-9B-26E,Saudi Arabia 🇸🇦,26.0°E,Non-Planned,Early-Stage,No,n/a,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-9B-26E&sel_satname=ARABSAT-9B-26E&plan_id=
ZOHREH-2,Iran (Islamic Republic of) 🇮🇷,26.0°E,Non-Planned,Late-Stage,Yes,No,No,0.01°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ZOHREH-2&sel_satname=ZOHREH-2&plan_id=
QATARSAT-AMATEUR,Qatar 🇶🇦,26.0°E,Non-Planned,Late-Stage,Yes,No,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=QATARSAT-AMATEUR&sel_satname=QATARSAT-AMATEUR&plan_id=
ARABSAT-11B-26E,Saudi Arabia 🇸🇦,26.0°E,Non-Planned,Early-Stage,No,n/a,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-11B-26E&sel_satname=ARABSAT-11B-26E&plan_id=
ESHAILSAT-26E-2,Qatar 🇶🇦,26.0°E,Planned,Late-Stage,Yes,No,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ESHAILSAT-26E-2&sel_satname=ESHAILSAT-26E-2&plan_id=plan
IRN-30B-26E,Iran (Islamic Republic of) 🇮🇷,26.0°E,Planned,Early-Stage,No,n/a,No,0.01°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=IRN-30B-26E&sel_satname=IRN-30B-26E&plan_id=plan
IRANSAT-26E,Iran (Islamic Republic of) 🇮🇷,26.0°E,Non-Planned,Early-Stage,No,n/a,No,0.01°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-26E&sel_satname=IRANSAT-26E&plan_id=
QATARSAT-30B-26E,Qatar 🇶🇦,26.0°E,Planned,Late-Stage,Yes,No,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=QATARSAT-30B-26E&sel_satname=QATARSAT-30B-26E&plan_id=plan
ARABSAT-AX26E_KU,Saudi Arabia 🇸🇦,26.0°E,Planned,Late-Stage,Yes,No,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT-AX26E_KU&sel_satname=ARABSAT-AX26E_KU&plan_id=plan
QATARSAT-30B-26E-G2,Qatar 🇶🇦,26.0°E,Planned,Early-Stage,No,n/a,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=QATARSAT-30B-26E-G2&sel_satname=QATARSAT-30B-26E-G2&plan_id=plan
ARABSAT-AX26E_C,Saudi Arabia 🇸🇦,26.0°E,Planned,Late-Stage,Yes,No,No,0.01°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT-AX26E_C&sel_satname=ARABSAT-AX26E_C&plan_id=plan
QATARSAT-G4-25.9E,Qatar 🇶🇦,25.9°E,Non-Planned,Late-Stage,Yes,Partial,No,0.11°,Yes 🟢,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=QATARSAT-G4-25.9E&sel_satname=QATARSAT-G4-25.9E&plan_id=
D  00001,Germany 🇩🇪,26.4°E,Planned,Early-Stage,No,n/a,No,0.39°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=D++00001&sel_satname=D++00001&plan_id=plan
ROU-MILSATCOM3-26.5E,Romania 🇷🇴,26.5°E,Non-Planned,Early-Stage,No,n/a,No,0.49°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ROU-MILSATCOM3-26.5E&sel_satname=ROU-MILSATCOM3-26.5E&plan_id=
F-SAT-N-A-25.5E,France 🇫🇷,25.5°E,Non-Planned,Late-Stage,Yes,No,No,0.51°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N-A-25.5E&sel_satname=F-SAT-N-A-25.5E&plan_id=
QATARSAT-6,Qatar 🇶🇦,25.5°E,Non-Planned,Late-Stage,Yes,Partial,No,0.51°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=QATARSAT-6&sel_satname=QATARSAT-6&plan_id=
F-SAT-N-E-25.5E,France 🇫🇷,25.5°E,Non-Planned,Late-Stage,Yes,No,No,0.51°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N-E-25.5E&sel_satname=F-SAT-N-E-25.5E&plan_id=
EUTELSAT 3-25.5E,France 🇫🇷,25.5°E,Non-Planned,Late-Stage,Yes,No,No,0.51°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EUTELSAT+3-25.5E&sel_satname=EUTELSAT+3-25.5E&plan_id=
F-SAT-N3-25.5E,France 🇫🇷,25.5°E,Non-Planned,Late-Stage,Yes,No,No,0.51°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N3-25.5E&sel_satname=F-SAT-N3-25.5E&plan_id=
F-SAT-N5-25.5E,France 🇫🇷,25.5°E,Non-Planned,Late-Stage,Yes,No,No,0.51°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N5-25.5E&sel_satname=F-SAT-N5-25.5E&plan_id=
QATARSAT-G5-25.5E,Qatar 🇶🇦,25.5°E,Non-Planned,Early-Stage,No,n/a,No,0.51°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QATARSAT-G5-25.5E&sel_satname=QATARSAT-G5-25.5E&plan_id=
F-SAT-30B-25.5E,France 🇫🇷,25.5°E,Planned,Early-Stage,No,n/a,No,0.51°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-25.5E&sel_satname=F-SAT-30B-25.5E&plan_id=plan
EUTELSAT 1-8,France 🇫🇷,25.5°E,Non-Planned,Late-Stage,Yes,No,No,0.51°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EUTELSAT+1-8&sel_satname=EUTELSAT+1-8&plan_id=
F-SAT-KU3-E-25.5E,France 🇫🇷,25.5°E,Non-Planned,Late-Stage,Yes,No,No,0.51°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-KU3-E-25.5E&sel_satname=F-SAT-KU3-E-25.5E&plan_id=
F-SAT-N5-25.5E_1,France 🇫🇷,25.5°E,Non-Planned,Early-Stage,No,n/a,No,0.51°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N5-25.5E_1&sel_satname=F-SAT-N5-25.5E_1&plan_id=
QXSI-25.3E-EX-L,China 🇨🇳,25.3°E,Non-Planned,Early-Stage,No,n/a,No,0.71°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QXSI-25.3E-EX-L&sel_satname=QXSI-25.3E-EX-L&plan_id=
YEM00001,Yemen 🇾🇪,27.0°E,Planned,Early-Stage,No,n/a,No,0.99°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YEM00001&sel_satname=YEM00001&plan_id=plan
MADAR-27E,United Arab Emirates 🇦🇪,27.0°E,Non-Planned,Early-Stage,No,n/a,No,0.99°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-27E&sel_satname=MADAR-27E&plan_id=
ITASAT-1A,Italy 🇮🇹,27.0°E,Non-Planned,Early-Stage,No,n/a,No,0.99°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ITASAT-1A&sel_satname=ITASAT-1A&plan_id=
MADAR-27E-2,United Arab Emirates 🇦🇪,27.0°E,Non-Planned,Early-Stage,No,n/a,No,0.99°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-27E-2&sel_satname=MADAR-27E-2&plan_id=
MADAR-27E-3,United Arab Emirates 🇦🇪,27.0°E,Non-Planned,Early-Stage,No,n/a,No,0.99°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-27E-3&sel_satname=MADAR-27E-3&plan_id=
