,Satellite Name,In-License Launch Number,Administration,Longitude,Date of Receipt,Launch Offset (days),Launch Country Match,Launch Spaceport Match,Launch Vehicle Match,Satellite Manufacturer Match,Match Sum
647,USNN-4,1,USA,100.0,17.12.2012,3094,1,1,1,1,4
533,USABSN-13A,1,USA,-99.0,22.10.2015,3192,1,1,1,1,4
534,USABSN-13A,2,USA,-99.0,22.10.2015,3192,1,1,1,1,4
1094,USGOVSAT-3R,1,USA,-135.0,11.02.2015,3367,1,1,1,1,4
1203,IRIS-2A,1,USA,-100.0,24.06.2014,3368,1,1,1,1,4
638,USNN-3,1,USA,-127.0,17.12.2012,3371,1,1,1,1,4
243,USGOVSAT-6R,1,USA,-52.5,12.12.2014,3428,1,1,1,1,4
1103,USGAE-7M,1,USA,-68.0,19.11.2013,3545,1,1,1,1,4
1228,IRIS-8A,1,USA,-177.0,17.12.2012,3651,1,1,1,1,4
1007,USASAT-55T,1,USA,-53.0,03.04.2019,3687,1,1,1,1,4
791,USASAT-71N,1,USA,68.5,06.10.2014,3754,1,1,1,1,4
1186,USASAT-28N,1,USA,-116.15,25.10.2011,3878,1,1,1,1,4
449,USASAT-60R,1,USA,72.0,13.02.2019,3896,1,1,1,1,4
1,INTELSAT8 157E,1,USA,157.0,11.11.2011,4019,1,1,1,1,4
2,INTELSAT8 157E,2,USA,157.0,11.11.2011,4019,1,1,1,1,4
919,INTELSAT5A 157E,2,USA,157.0,11.11.2011,4019,1,1,1,1,4
1487,INTELSAT6 157E,1,USA,157.0,11.11.2011,4019,1,1,1,1,4
1507,INTELSAT7 157E,1,USA,157.0,11.11.2011,4019,1,1,1,1,4
1508,INTELSAT7 157E,2,USA,157.0,11.11.2011,4019,1,1,1,1,4
902,USASAT-55R,1,USA,180.0,21.12.2017,4059,1,1,1,1,4
63,USASAT-55Q,1,USA,66.0,21.12.2017,4382,1,1,1,1,4
276,USASAT-28K,1,USA,-85.2,23.11.2010,4418,1,1,1,1,4
501,MSV-1A,1,USA,-101.0,01.06.2010,4440,1,1,1,1,4
1468,USGOVSAT-8,1,USA,-12.0,19.01.2011,4547,1,1,1,1,4
178,USASAT-55Y,1,USA,-76.0,17.06.2020,4656,1,1,1,1,4
958,USASAT-55N,1,USA,85.0,29.09.2016,4731,1,1,1,1,4
605,USASAT-60T,1,USA,-45.0,06.11.2019,4747,1,1,1,1,4
445,USGOVSAT-10,1,USA,60.0,28.05.2010,4897,1,1,1,1,4
1111,USASAT-28O,1,USA,-86.15,10.09.2018,4928,1,1,1,1,4
1438,USASAT-26A,1,USA,-37.5,22.06.2009,4977,1,1,1,1,4
560,USASAT-60H,1,USA,-123.0,09.09.2011,5162,1,1,1,1,4
1412,USASAT-60P,1,USA,-31.5,28.03.2017,5292,1,1,1,1,4
1461,USGOVSAT-12,1,USA,175.0,13.05.2010,5323,1,1,1,1,4
910,USASAT-50D,1,USA,-43.0,15.12.2010,5517,1,1,1,1,4
1062,USASAT-55F,2,USA,-43.0,15.10.2009,5517,1,1,1,1,4
613,USASAT-60S,1,USA,-43.0,06.11.2019,5521,1,1,1,1,4
1011,USASAT-70O,1,USA,-95.0,08.05.2012,5567,1,1,1,1,4
1436,USASAT-60E,1,USA,-91.0,19.08.2011,5671,1,1,1,1,4
444,USGAE-16R,1,USA,30.0,04.11.2009,5699,1,1,1,1,4
591,USGAE-9R,1,USA,152.0,16.09.2009,5699,1,1,1,1,4
1213,USGAE-17R,1,USA,-39.0,28.10.2009,5699,1,1,1,1,4
1407,USGAE-10R,1,USA,-150.0,28.10.2009,5699,1,1,1,1,4
1202,USASAT-28G,1,USA,-115.0,05.03.2009,5857,1,1,1,1,4
421,USASAT-60G,1,USA,-99.0,09.09.2011,5991,1,1,1,1,4
317,GOES-EAST-2,1,USA,-75.0,16.08.2011,6077,1,1,1,1,4
513,USASAT-60A,1,USA,172.0,03.12.2010,6158,1,1,1,1,4
566,LM-RPS-107.3W,1,USA,-107.3,16.05.2007,6273,1,1,1,1,4
893,USASAT-50C,1,USA,-125.0,19.08.2011,6298,1,1,1,1,4
398,USTRO-9,1,USA,85.0,02.11.2004,6397,1,1,1,1,4
432,USTRO-7,1,USA,90.0,02.11.2004,6397,1,1,1,1,4
535,USTRO-6,1,USA,70.0,02.11.2004,6397,1,1,1,1,4
554,USTRO-8,1,USA,103.0,02.11.2004,6397,1,1,1,1,4
1381,USTRO-3,1,USA,-141.0,02.11.2004,6397,1,1,1,1,4
1384,USTRO-4,1,USA,-13.0,02.11.2004,6397,1,1,1,1,4
1441,USTRO-5,1,USA,-10.0,02.11.2004,6397,1,1,1,1,4
1459,USTRO-2,1,USA,-144.0,02.11.2004,6397,1,1,1,1,4
1512,USASAT-31M,1,USA,-101.0,09.11.2004,6412,1,1,1,1,4
35,USASAT-70V,1,USA,-99.2,17.11.2011,6434,1,1,1,1,4
690,USASAT-31N,1,USA,-99.0,09.11.2004,6434,1,1,1,1,4
724,USDKH2,1,USA,-30.4,19.02.2003,6449,1,1,1,1,4
1104,USASAT-28F,1,USA,-85.1,05.03.2009,6466,1,1,1,1,4
97,USASAT-70W,1,USA,-102.8,17.11.2011,6517,1,1,1,1,4
1618,USASAT-31L,1,USA,-103.0,09.11.2004,6517,1,1,1,1,4
643,USASAT-31U,1,USA,-85.0,17.11.2004,6555,1,1,1,1,4
1085,USASAT-35Q,1,USA,-85.0,17.11.2004,6555,1,1,1,1,4
156,USASAT-35G,1,USA,-105.0,17.11.2004,6631,1,1,1,1,4
1635,USASAT-31K,1,USA,-105.0,17.11.2004,6631,1,1,1,1,4
42,USASAT-35O,1,USA,-89.0,21.05.2004,6632,1,1,1,1,4
793,USASAT-31S,1,USA,-89.0,21.05.2004,6632,1,1,1,1,4
24,USASAT-55J,1,USA,-1.0,17.01.2014,6722,1,1,1,1,4
590,INTELSAT10 359E,1,USA,-1.0,09.11.2004,6723,1,1,1,1,4
68,USASAT-35A,1,USA,-131.0,17.11.2004,6751,1,1,1,1,4
225,USASAT-22K,1,USA,-135.0,30.01.2004,6829,1,1,1,1,4
1156,USASAT-25A-1,1,USA,-37.5,02.11.2010,6873,1,1,1,1,4
152,USASAT-50A,1,USA,-127.0,08.08.2011,6983,1,1,1,1,4
987,USASAT-35C,1,USA,-127.0,10.11.2004,7022,1,1,1,1,4
468,USASAT-23G,1,USA,-121.0,30.01.2004,7037,1,1,1,1,4
738,USASAT-31G,1,USA,-121.0,19.11.2004,7037,1,1,1,1,4
100,USGAE-1,1,USA,-90.0,30.10.2002,7074,1,1,1,1,4
119,USASAT-35R,1,USA,-83.0,17.11.2004,7098,1,1,1,1,4
1149,USASAT-24V,1,USA,-83.0,17.11.2004,7098,1,1,1,1,4
1017,USASAT-50B,1,USA,-133.0,08.08.2011,7157,1,1,1,1,4
116,INTELSAT7 332.5E,1,USA,-27.5,04.03.2002,7348,1,1,1,1,4
238,INTELSAT9 332.5E,1,USA,-27.5,04.03.2002,7348,1,1,1,1,4
965,INTELSAT6 332.5E,1,USA,-27.5,29.10.1998,7348,1,1,1,1,4
1267,INTELSAT8 332.5E,1,USA,-27.5,04.03.2002,7348,1,1,1,1,4
121,INTELSAT8 64E,1,USA,64.0,29.10.1998,7372,1,1,1,1,4
159,INTELSAT9 64E,1,USA,64.0,17.11.2003,7372,1,1,1,1,4
462,USASAT-60U,2,USA,-95.0,29.05.2020,7455,1,1,1,1,4
529,USASAT-60F,1,USA,-95.0,19.08.2011,7455,1,1,1,1,4
486,INTELSAT8 335.5E,1,USA,-24.5,04.03.2002,7471,1,1,1,1,4
844,INTELSAT6 335.5E,2,USA,-24.5,29.10.1998,7471,1,1,1,1,4
1422,INTELSAT9 335.5E,1,USA,-24.5,04.03.2002,7471,1,1,1,1,4
1538,INTELSAT7 335.5E,1,USA,-24.5,04.03.2002,7471,1,1,1,1,4
868,USASAT-35L,1,USA,-95.0,10.11.2004,7494,1,1,1,1,4
1040,USGAE-2,1,USA,4.0,30.10.2002,7522,1,1,1,1,4
58,INTELSAT8 307E,2,USA,-53.0,27.09.2001,7827,1,1,1,1,4
320,INTELSAT9 307E,1,USA,-53.0,07.06.2001,7827,1,1,1,1,4
993,INTELSAT8 342E,1,USA,-18.0,28.11.2001,7827,1,1,1,1,4
1166,INTELSAT9 342E,1,USA,-18.0,17.11.2003,7827,1,1,1,1,4
628,INTELSAT6 330.5E,1,USA,-29.5,05.10.2018,7832,1,1,1,1,4
1622,INTELSAT9 330.5E,1,USA,-29.5,05.10.2018,7832,1,1,1,1,4
1630,INTELSAT8 330.5E,1,USA,-29.5,05.10.2018,7832,1,1,1,1,4
954,USGAE-4,1,USA,177.5,30.10.2002,7841,1,1,1,1,4
654,INTELSAT8 60E,1,USA,60.0,19.10.2000,7849,1,1,1,1,4
716,INTELSAT9 60E,1,USA,60.0,19.10.2000,7849,1,1,1,1,4
956,INTELSAT6 60E,2,USA,60.0,29.10.1998,7849,1,1,1,1,4
1377,USASAT-60C,1,USA,68.5,24.12.2008,7852,1,1,1,1,4
450,USASAT-80A,1,USA,-50.0,13.07.2020,7880,1,1,1,1,4
72,USASAT-55V,1,USA,169.0,12.09.2017,8031,1,1,1,1,4
405,USASAT-60I,1,USA,-45.0,15.10.2009,8031,1,1,1,1,4
634,INTELSAT7 62E,1,USA,62.0,19.10.2000,8059,1,1,1,1,4
635,INTELSAT7 62E,2,USA,62.0,19.10.2000,8059,1,1,1,1,4
655,INTELSAT8 60E,2,USA,60.0,19.10.2000,8059,1,1,1,1,4
856,INTELSAT8 62E,1,USA,62.0,19.10.2000,8059,1,1,1,1,4
857,INTELSAT8 62E,2,USA,62.0,19.10.2000,8059,1,1,1,1,4
981,INTELSAT9 62E,1,USA,62.0,19.10.2000,8059,1,1,1,1,4
941,USASAT-35W,1,USA,-72.0,27.01.2004,8061,1,1,1,1,4
413,USASAT-26G-3,1,USA,-58.0,06.08.2008,8184,1,1,1,1,4
451,USASAT-80A,2,USA,-50.0,13.07.2020,8184,1,1,1,1,4
1376,USASAT-26G,2,USA,-58.0,02.10.1998,8184,1,1,1,1,4
1485,USASAT-25G,2,USA,-58.0,02.10.1998,8184,1,1,1,1,4
324,USASAT-22J,1,USA,-137.0,27.01.2004,8283,1,1,1,1,4
325,USASAT-22J,2,USA,-137.0,27.01.2004,8283,1,1,1,1,4
1028,USASAT-35J,1,USA,-99.0,30.01.2001,8288,1,1,1,1,4
894,USASAT-35E,1,USA,-123.0,30.01.2001,8374,1,1,1,1,4
166,USASAT-35I,1,USA,-101.0,17.11.2004,8400,1,1,1,1,4
188,USASAT-35N,1,USA,-91.0,30.01.2001,8407,1,1,1,1,4
416,USASAT-60N,1,USA,33.0,01.11.2011,8407,1,1,1,1,4
1675,USASAT-14L,1,USA,-12.0,09.07.1999,8412,1,1,1,1,4
254,USASAT-24N,1,USA,-129.0,17.07.2001,8449,1,1,1,1,4
1314,USASAT-14J-2,1,USA,72.0,02.10.1998,8490,1,1,1,1,4
1554,USASAT-14J,1,USA,72.0,02.10.1998,8490,1,1,1,1,4
547,USASAT-25D,1,USA,-45.0,02.10.1998,8551,1,1,1,1,4
1293,USASAT-60Q,1,USA,157.0,18.12.2018,8551,1,1,1,1,4
326,USASAT-24S,1,USA,-93.0,17.07.2001,8671,1,1,1,1,4
1023,USASAT-35M,1,USA,-93.0,07.09.2004,8671,1,1,1,1,4
519,KASATCOM-3,1,USA,72.0,27.11.2000,8686,1,1,1,1,4
1261,USASAT-24W,1,USA,-79.0,25.09.1998,8725,1,1,1,1,4
130,INTELSAT7 66E,1,USA,66.0,29.10.1998,8780,1,1,1,1,4
735,INTELSAT6 62E,1,USA,62.0,29.10.1998,8780,1,1,1,1,4
955,INTELSAT6 60E,1,USA,60.0,29.10.1998,8780,1,1,1,1,4
1263,INTELSAT5A 180E,1,USA,180.0,29.10.1998,8808,1,1,1,1,4
1416,INTELSAT7 180E,1,USA,180.0,29.10.1998,8808,1,1,1,1,4
1558,INTELSAT5 PAC3,1,USA,180.0,29.10.1998,8808,1,1,1,1,4
794,USASAT-14H,1,USA,166.0,02.10.1998,8846,1,1,1,1,4
1448,USASAT-60B,1,USA,166.0,08.02.2011,8846,1,1,1,1,4
1054,USASAT-14I-3,1,USA,68.5,16.08.2007,8869,1,1,1,1,4
1273,USASAT-24P,1,USA,-123.0,25.09.1998,8892,1,1,1,1,4
1306,USGCSS PH3B INDOC-2,1,USA,57.0,02.06.2005,8923,1,1,1,1,4
57,INTELSAT8 307E,1,USA,-53.0,27.09.2001,8930,1,1,1,1,4
525,INTELSAT9 330.5E,2,USA,-29.5,06.05.2003,8930,1,1,1,1,4
720,INTELSAT8 304.5E,1,USA,-55.5,18.06.2015,8930,1,1,1,1,4
1035,INTELSAT9 359E,1,USA,-1.0,06.05.2003,8930,1,1,1,1,4
1271,GOES-EAST-1,1,USA,-75.0,14.09.1998,8930,1,1,1,1,4
1324,INTELSAT7 304.5E,1,USA,-55.5,29.10.1998,8930,1,1,1,1,4
1564,INTELSAT7 307E,1,USA,-53.0,29.10.1998,8930,1,1,1,1,4
899,USGCSS PH3B W PAC-3,1,USA,150.0,14.09.1998,9020,1,1,1,1,4
430,KASATCOM-5,1,USA,172.0,14.09.1998,9082,1,1,1,1,4
448,KASATCOM-2,1,USA,-22.5,27.11.2000,9082,1,1,1,1,4
986,USGCSS PH3B W PAC-2,1,USA,180.0,02.06.2005,9097,1,1,1,1,4
122,INTELSAT8 64E,2,USA,64.0,29.10.1998,9112,1,1,1,1,4
1627,INTELSAT7 64E,1,USA,64.0,29.10.1998,9112,1,1,1,1,4
611,USASAT-23F,1,USA,-95.0,25.09.1998,9155,1,1,1,1,4
931,USASAT-35P,1,USA,-87.0,17.11.2004,9200,1,1,1,1,4
334,USASAT-24T,1,USA,-87.0,25.09.1998,9201,1,1,1,1,4
1375,USASAT-26G,1,USA,-58.0,02.10.1998,9253,1,1,1,1,4
1484,USASAT-25G,1,USA,-58.0,02.10.1998,9253,1,1,1,1,4
15,USGCSS PH3B E PAC-2,1,USA,-130.0,27.11.2000,9264,1,1,1,1,4
1106,INTELSAT9 33E,1,USA,33.0,18.11.2004,9271,1,1,1,1,4
858,USASAT-35K,1,USA,-97.0,07.09.2004,9304,1,1,1,1,4
1113,USASAT-24D,1,USA,-97.0,25.09.1998,9304,1,1,1,1,4
538,MILSTAR 8,1,USA,-68.0,27.11.2000,9371,1,1,1,1,4
739,INTELSAT9 328.5E,1,USA,-31.5,17.11.2003,9387,1,1,1,1,4
741,INTELSAT8 330.5E,2,USA,-29.5,19.05.2000,9387,1,1,1,1,4
1621,INTELSAT8 328.5E,1,USA,-31.5,18.06.2015,9387,1,1,1,1,4
210,USASAT-24U,1,USA,-85.0,25.09.1998,9417,1,1,1,1,4
1359,MILSTAR 4,1,USA,55.0,27.11.2000,9524,1,1,1,1,4
50,USASAT-35H,1,USA,-103.0,17.11.2004,9561,1,1,1,1,4
350,USASAT-24F,1,USA,-103.0,25.09.1998,9561,1,1,1,1,4
22,FLTSATCOM-C W PAC-2,1,USA,-177.0,14.09.1998,9629,1,1,1,1,4
117,FLTSATCOM-C W PAC-3,1,USA,-145.0,14.09.1998,9629,1,1,1,1,4
164,FLTSATCOM-C E PAC-1,1,USA,-105.0,14.09.1998,9629,1,1,1,1,4
436,FLTSATCOM-C INDOC-3,1,USA,75.0,14.09.1998,9629,1,1,1,1,4
515,FLTSATCOM-C INDOC-2,1,USA,72.0,14.09.1998,9629,1,1,1,1,4
516,FLTSATCOM-C INDOC-2,2,USA,72.0,14.09.1998,9629,1,1,1,1,4
617,FLTSATCOM-C E ATL-1,1,USA,-22.5,14.09.1998,9629,1,1,1,1,4
930,FLTSATCOM-C W PAC-1,1,USA,172.0,14.09.1998,9629,1,1,1,1,4
1002,FLTSATCOM-C E PAC-2,1,USA,-100.0,14.09.1998,9629,1,1,1,1,4
1413,FLTSATCOM-C E ATL-2,1,USA,-15.5,14.09.1998,9629,1,1,1,1,4
1450,FLTSATCOM-C INDOC-1,1,USA,29.0,14.09.1998,9629,1,1,1,1,4
456,INTELSAT7 310E,1,USA,-50.0,29.10.1998,9660,1,1,1,1,4
596,INTELSAT10 310E,1,USA,-50.0,23.03.2006,9660,1,1,1,1,4
721,INTELSAT8 304.5E,2,USA,-55.5,18.06.2015,9660,1,1,1,1,4
1038,INTELSAT9 310E,1,USA,-50.0,17.11.2003,9660,1,1,1,1,4
1325,INTELSAT7 304.5E,2,USA,-55.5,29.10.1998,9660,1,1,1,1,4
1634,INTELSAT9 304.5E,1,USA,-55.5,17.11.2003,9660,1,1,1,1,4
622,MILSTAR 13,1,USA,4.0,27.11.2000,9675,1,1,1,1,4
381,USASAT-24O,1,USA,-127.0,25.09.1998,9713,1,1,1,1,4
458,INTELSAT7 359E,1,USA,-1.0,29.10.1998,9752,1,1,1,1,4
1036,INTELSAT9 359E,2,USA,-1.0,06.05.2003,9752,1,1,1,1,4
1129,INTELSAT8 359E,1,USA,-1.0,06.05.2003,9752,1,1,1,1,4
602,MILSTAR 14,1,USA,177.5,27.11.2000,9798,1,1,1,1,4
1061,USASAT-55F,1,USA,-43.0,15.10.2009,9801,1,1,1,1,4
85,USGCSS PH3B INDOC,1,USA,60.0,14.09.1998,9813,1,1,1,1,4
1193,USGCSS PH3 INDOC-2,1,USA,57.0,14.09.1998,9813,1,1,1,1,4
422,USASAT-26C,1,USA,-43.0,02.10.1998,9847,1,1,1,1,4
553,USASAT-25C,1,USA,-43.0,02.10.1998,9847,1,1,1,1,4
1198,USASAT-24L,1,USA,-95.0,25.09.1998,9874,1,1,1,1,4
1194,USASAT-24E,1,USA,-89.0,25.09.1998,9912,1,1,1,1,4
551,MILSTAR 6,1,USA,-120.0,27.11.2000,9927,1,1,1,1,4
652,USASAT-14I,1,USA,68.5,02.10.1998,10009,1,1,1,1,4
59,INTELSAT8 307E,3,USA,-53.0,27.09.2001,10057,1,1,1,1,4
425,INTELSAT IBS 307E,1,USA,-53.0,29.10.1998,10057,1,1,1,1,4
1565,INTELSAT7 307E,2,USA,-53.0,29.10.1998,10057,1,1,1,1,4
1566,INTELSAT7 307E,3,USA,-53.0,29.10.1998,10057,1,1,1,1,4
1013,INTELSAT7 340E,1,USA,-20.0,28.11.2001,10089,1,1,1,1,4
103,INTELSAT6 85E,1,USA,85.0,01.05.2002,10118,1,1,1,1,4
176,INTELSAT7 85E,1,USA,85.0,21.12.2001,10118,1,1,1,1,4
752,INTELSAT7 342E,1,USA,-18.0,29.10.1998,10118,1,1,1,1,4
1540,INTELSAT KFOS 85E,1,USA,85.0,21.12.2001,10118,1,1,1,1,4
1674,INTELSAT8 85E,1,USA,85.0,21.12.2001,10118,1,1,1,1,4
1465,MILSTAR 5,1,USA,90.0,27.11.2000,10208,1,1,1,1,4
1439,USASAT-26A,2,USA,-37.5,22.06.2009,10210,1,1,1,1,4
394,ACS-1,1,USA,-101.0,02.10.1998,10223,1,1,1,1,4
1175,MCS-1,1,USA,-101.0,02.10.1998,10223,1,1,1,1,4
1496,USGCSS PH3 W PAC-2,1,USA,180.0,27.11.2000,10321,1,1,1,1,4
1369,USASAT-60J,1,USA,169.0,15.10.2009,10354,1,1,1,1,4
671,USASAT-14G,1,USA,169.0,02.10.1998,10399,1,1,1,1,4
1122,USGCSS PH3B W ATL,1,USA,-52.5,27.11.2000,10481,1,1,1,1,4
548,MILSTAR 1,1,USA,-90.0,27.11.2000,10482,1,1,1,1,4
972,USASAT-35Y,1,USA,-133.0,10.11.2004,10539,1,1,1,1,4
1169,USASAT-22A,1,USA,-133.0,25.09.1998,10539,1,1,1,1,4
1586,USGCSS PH3 INDOC,1,USA,60.0,14.09.1998,10543,1,1,1,1,4
932,USGCSS PH3B W PAC,1,USA,175.0,27.11.2000,10604,1,1,1,1,4
1091,USASAT-24J,1,USA,-99.0,25.09.1998,10779,1,1,1,1,4
649,USGCSS PH3B MID-ATL,1,USA,-42.5,02.06.2005,10932,1,1,1,1,4
101,USGCSS PH3 MID-ATL,1,USA,-42.5,27.11.2000,10948,1,1,1,1,4
1208,USASAT-24K,1,USA,-91.0,25.09.1998,11019,1,1,1,1,4
10,USASAT-35T,1,USA,-79.0,17.11.2004,11020,1,1,1,1,4
1144,USASAT-22H,1,USA,-131.0,25.09.1998,11020,1,1,1,1,4
581,USGCSS PH3B ATL,1,USA,-12.0,27.11.2000,11030,1,1,1,1,4
789,USGCSS PH3 W PAC,1,USA,175.0,14.09.1998,11030,1,1,1,1,4
1251,USASAT-21A,1,USA,-135.0,25.09.1998,11030,1,1,1,1,4
1226,USGCSS PH3B E PAC,1,USA,-135.0,27.11.2000,11151,1,1,1,1,4
273,USCSID-A4,1,USA,82.0,14.09.1998,11181,1,1,1,1,4
379,USCSID-A5,1,USA,92.0,14.09.1998,11181,1,1,1,1,4
386,USCSID-A2,1,USA,44.0,14.09.1998,11181,1,1,1,1,4
457,USCSID-E2,1,USA,-13.0,14.09.1998,11181,1,1,1,1,4
606,USCSID-E4,1,USA,-30.0,14.09.1998,11181,1,1,1,1,4
631,USCSID-E3,1,USA,-24.0,14.09.1998,11181,1,1,1,1,4
775,USCSID-W2,1,USA,-144.0,14.09.1998,11181,1,1,1,1,4
1201,USCSID-A1,1,USA,0.0,14.09.1998,11181,1,1,1,1,4
1217,USCSID-A6,1,USA,110.0,14.09.1998,11181,1,1,1,1,4
1302,USCSID-E1,1,USA,-10.0,14.09.1998,11181,1,1,1,1,4
1651,USCSID-W1,1,USA,-141.0,14.09.1998,11181,1,1,1,1,4
237,USASAT-22B,1,USA,-125.0,25.09.1998,11246,1,1,1,1,4
1019,USASAT-35D,1,USA,-125.0,21.05.2004,11246,1,1,1,1,4
410,INTELSAT8 325.5E,1,USA,-34.5,21.12.2001,11365,1,1,1,1,4
471,INTELSAT7 33E,1,USA,33.0,01.05.2002,11365,1,1,1,1,4
543,INTELSAT5 33E,2,USA,33.0,29.10.1998,11365,1,1,1,1,4
777,INTELSAT6 325.5E,1,USA,-34.5,29.10.1998,11365,1,1,1,1,4
778,INTELSAT6 325.5E,2,USA,-34.5,29.10.1998,11365,1,1,1,1,4
1151,INTELSAT8 33E,1,USA,33.0,01.05.2002,11365,1,1,1,1,4
1445,INTELSAT9 325.5E,1,USA,-34.5,17.11.2003,11365,1,1,1,1,4
1556,INTELSAT7 325.5E,1,USA,-34.5,21.12.2001,11365,1,1,1,1,4
1658,INTELSAT9 66E,1,USA,66.0,17.11.2003,11365,1,1,1,1,4
774,INTELSAT8 340E,1,USA,-20.0,30.07.2002,11426,1,1,1,1,4
966,INTELSAT6 332.5E,2,USA,-27.5,29.10.1998,11426,1,1,1,1,4
1014,INTELSAT7 340E,2,USA,-20.0,28.11.2001,11426,1,1,1,1,4
1158,INTELSAT6 340E,1,USA,-20.0,30.07.2002,11426,1,1,1,1,4
1272,USASAT-22I,1,USA,-139.0,25.09.1998,11490,1,1,1,1,4
233,USASAT-7D,1,USA,-101.0,25.09.1998,11548,1,1,1,1,4
1688,USASAT-14K,1,USA,172.0,13.04.2007,11548,1,1,1,1,4
577,USASAT-23H,1,USA,-105.0,25.09.1998,11680,1,1,1,1,4
1229,USASAT-22G,1,USA,-137.0,25.09.1998,11680,1,1,1,1,4
491,INTELSAT9 340E,1,USA,-20.0,17.11.2003,11944,1,1,1,1,4
843,INTELSAT6 335.5E,1,USA,-24.5,29.10.1998,11944,1,1,1,1,4
773,USGCSS PH3 E PAC-2,1,USA,-130.0,27.11.2000,12027,1,1,1,1,4
736,INTELSAT6 62E,2,USA,62.0,29.10.1998,12095,1,1,1,1,4
1361,USASAT-25A,1,USA,-37.5,02.10.1998,12343,1,1,1,1,4
36,USASAT-13I,1,USA,-45.0,02.10.1998,12614,1,1,1,1,4
211,FLTSATCOM-A INDOC-4,1,USA,100.0,26.08.2003,13099,1,1,1,1,4
626,USASAT-9C,1,USA,-85.0,25.09.1998,13453,1,1,1,1,4
62,INTELSAT6 330.5E,1,USA,-29.5,06.05.2003,13678,1,1,1,1,4
524,INTELSAT9 330.5E,1,USA,-29.5,06.05.2003,13678,1,1,1,1,4
740,INTELSAT8 330.5E,1,USA,-29.5,19.05.2000,13678,1,1,1,1,4
