,Satellite Name,In-License Launch Number,Administration,Longitude,Date of Receipt,Launch Offset (days),Launch Country Match,Launch Spaceport Match,Launch Vehicle Match,Satellite Manufacturer Match,Match Sum
724,USDKH2,1,USA,-30.4,19.02.2003,1124,1,1,1,1,4
1104,USASAT-28F,1,USA,-85.1,05.03.2009,1141,1,1,1,1,4
97,USASAT-70W,1,USA,-102.8,17.11.2011,1192,1,1,1,1,4
1618,USASAT-31L,1,USA,-103.0,09.11.2004,1192,1,1,1,1,4
643,USASAT-31U,1,USA,-85.0,17.11.2004,1230,1,1,1,1,4
1085,USASAT-35Q,1,USA,-85.0,17.11.2004,1230,1,1,1,1,4
902,USASAT-55R,1,USA,180.0,21.12.2017,1266,1,1,1,1,4
1,INTELSAT8 157E,1,USA,157.0,11.11.2011,1306,1,1,1,1,4
2,INTELSAT8 157E,2,USA,157.0,11.11.2011,1306,1,1,1,1,4
156,USASAT-35G,1,USA,-105.0,17.11.2004,1306,1,1,1,1,4
919,INTELSAT5A 157E,2,USA,157.0,11.11.2011,1306,1,1,1,1,4
1487,INTELSAT6 157E,1,USA,157.0,11.11.2011,1306,1,1,1,1,4
1507,INTELSAT7 157E,1,USA,157.0,11.11.2011,1306,1,1,1,1,4
1508,INTELSAT7 157E,2,USA,157.0,11.11.2011,1306,1,1,1,1,4
1635,USASAT-31K,1,USA,-105.0,17.11.2004,1306,1,1,1,1,4
42,USASAT-35O,1,USA,-89.0,21.05.2004,1307,1,1,1,1,4
793,USASAT-31S,1,USA,-89.0,21.05.2004,1307,1,1,1,1,4
24,USASAT-55J,1,USA,-1.0,17.01.2014,1397,1,1,1,1,4
590,INTELSAT10 359E,1,USA,-1.0,09.11.2004,1398,1,1,1,1,4
68,USASAT-35A,1,USA,-131.0,17.11.2004,1426,1,1,1,1,4
449,USASAT-60R,1,USA,72.0,13.02.2019,1428,1,1,1,1,4
1186,USASAT-28N,1,USA,-116.15,25.10.2011,1447,1,1,1,1,4
225,USASAT-22K,1,USA,-135.0,30.01.2004,1504,1,1,1,1,4
1156,USASAT-25A-1,1,USA,-37.5,02.11.2010,1548,1,1,1,1,4
791,USASAT-71N,1,USA,68.5,06.10.2014,1571,1,1,1,1,4
1007,USASAT-55T,1,USA,-53.0,03.04.2019,1638,1,1,1,1,4
152,USASAT-50A,1,USA,-127.0,08.08.2011,1658,1,1,1,1,4
1228,IRIS-8A,1,USA,-177.0,17.12.2012,1673,1,1,1,1,4
987,USASAT-35C,1,USA,-127.0,10.11.2004,1697,1,1,1,1,4
468,USASAT-23G,1,USA,-121.0,30.01.2004,1712,1,1,1,1,4
738,USASAT-31G,1,USA,-121.0,19.11.2004,1712,1,1,1,1,4
100,USGAE-1,1,USA,-90.0,30.10.2002,1749,1,1,1,1,4
119,USASAT-35R,1,USA,-83.0,17.11.2004,1773,1,1,1,1,4
1149,USASAT-24V,1,USA,-83.0,17.11.2004,1773,1,1,1,1,4
1103,USGAE-7M,1,USA,-68.0,19.11.2013,1780,1,1,1,1,4
1017,USASAT-50B,1,USA,-133.0,08.08.2011,1832,1,1,1,1,4
243,USGOVSAT-6R,1,USA,-52.5,12.12.2014,1896,1,1,1,1,4
638,USNN-3,1,USA,-127.0,17.12.2012,1954,1,1,1,1,4
1094,USGOVSAT-3R,1,USA,-135.0,11.02.2015,1957,1,1,1,1,4
1203,IRIS-2A,1,USA,-100.0,24.06.2014,1957,1,1,1,1,4
116,INTELSAT7 332.5E,1,USA,-27.5,04.03.2002,2023,1,1,1,1,4
238,INTELSAT9 332.5E,1,USA,-27.5,04.03.2002,2023,1,1,1,1,4
965,INTELSAT6 332.5E,1,USA,-27.5,29.10.1998,2023,1,1,1,1,4
1267,INTELSAT8 332.5E,1,USA,-27.5,04.03.2002,2023,1,1,1,1,4
121,INTELSAT8 64E,1,USA,64.0,29.10.1998,2047,1,1,1,1,4
159,INTELSAT9 64E,1,USA,64.0,17.11.2003,2047,1,1,1,1,4
462,USASAT-60U,2,USA,-95.0,29.05.2020,2130,1,1,1,1,4
529,USASAT-60F,1,USA,-95.0,19.08.2011,2130,1,1,1,1,4
533,USABSN-13A,1,USA,-99.0,22.10.2015,2132,1,1,1,1,4
534,USABSN-13A,2,USA,-99.0,22.10.2015,2132,1,1,1,1,4
486,INTELSAT8 335.5E,1,USA,-24.5,04.03.2002,2146,1,1,1,1,4
844,INTELSAT6 335.5E,2,USA,-24.5,29.10.1998,2146,1,1,1,1,4
1422,INTELSAT9 335.5E,1,USA,-24.5,04.03.2002,2146,1,1,1,1,4
1538,INTELSAT7 335.5E,1,USA,-24.5,04.03.2002,2146,1,1,1,1,4
868,USASAT-35L,1,USA,-95.0,10.11.2004,2169,1,1,1,1,4
1040,USGAE-2,1,USA,4.0,30.10.2002,2197,1,1,1,1,4
647,USNN-4,1,USA,100.0,17.12.2012,2231,1,1,1,1,4
1101,USABSN-12A,1,USA,-103.0,28.07.2015,2406,1,1,1,1,4
58,INTELSAT8 307E,2,USA,-53.0,27.09.2001,2502,1,1,1,1,4
320,INTELSAT9 307E,1,USA,-53.0,07.06.2001,2502,1,1,1,1,4
993,INTELSAT8 342E,1,USA,-18.0,28.11.2001,2502,1,1,1,1,4
1166,INTELSAT9 342E,1,USA,-18.0,17.11.2003,2502,1,1,1,1,4
628,INTELSAT6 330.5E,1,USA,-29.5,05.10.2018,2507,1,1,1,1,4
1622,INTELSAT9 330.5E,1,USA,-29.5,05.10.2018,2507,1,1,1,1,4
1630,INTELSAT8 330.5E,1,USA,-29.5,05.10.2018,2507,1,1,1,1,4
954,USGAE-4,1,USA,177.5,30.10.2002,2516,1,1,1,1,4
654,INTELSAT8 60E,1,USA,60.0,19.10.2000,2524,1,1,1,1,4
716,INTELSAT9 60E,1,USA,60.0,19.10.2000,2524,1,1,1,1,4
956,INTELSAT6 60E,2,USA,60.0,29.10.1998,2524,1,1,1,1,4
1377,USASAT-60C,1,USA,68.5,24.12.2008,2527,1,1,1,1,4
450,USASAT-80A,1,USA,-50.0,13.07.2020,2555,1,1,1,1,4
150,USASAT-55W,1,USA,-79.0,05.12.2019,2557,1,1,1,1,4
1276,USABSN-25,1,USA,-79.0,03.12.2021,2557,1,1,1,1,4
999,P92-7,1,USA,-30.4,26.10.2015,2559,1,1,1,1,4
1181,USGAE-12M,1,USA,111.0,29.02.2016,2567,1,1,1,1,4
888,USASAT-55U,1,USA,-55.5,26.08.2019,2675,1,1,1,1,4
530,USGAE-6M,1,USA,-120.0,29.02.2016,2696,1,1,1,1,4
203,IRIS-4A,1,USA,-15.5,08.10.2015,2697,1,1,1,1,4
72,USASAT-55V,1,USA,169.0,12.09.2017,2706,1,1,1,1,4
405,USASAT-60I,1,USA,-45.0,15.10.2009,2706,1,1,1,1,4
634,INTELSAT7 62E,1,USA,62.0,19.10.2000,2734,1,1,1,1,4
635,INTELSAT7 62E,2,USA,62.0,19.10.2000,2734,1,1,1,1,4
655,INTELSAT8 60E,2,USA,60.0,19.10.2000,2734,1,1,1,1,4
856,INTELSAT8 62E,1,USA,62.0,19.10.2000,2734,1,1,1,1,4
857,INTELSAT8 62E,2,USA,62.0,19.10.2000,2734,1,1,1,1,4
981,INTELSAT9 62E,1,USA,62.0,19.10.2000,2734,1,1,1,1,4
941,USASAT-35W,1,USA,-72.0,27.01.2004,2736,1,1,1,1,4
45,USGAE-23M,1,USA,19.0,29.02.2016,2738,1,1,1,1,4
83,P-197-7,1,USA,92.0,10.09.2015,2741,1,1,1,1,4
600,USASAT-66D,1,USA,-15.0,30.04.2021,2771,1,1,1,1,4
882,USGOVSAT-11R,1,USA,150.0,28.04.2016,2824,1,1,1,1,4
413,USASAT-26G-3,1,USA,-58.0,06.08.2008,2859,1,1,1,1,4
451,USASAT-80A,2,USA,-50.0,13.07.2020,2859,1,1,1,1,4
1376,USASAT-26G,2,USA,-58.0,02.10.1998,2859,1,1,1,1,4
1485,USASAT-25G,2,USA,-58.0,02.10.1998,2859,1,1,1,1,4
324,USASAT-22J,1,USA,-137.0,27.01.2004,2958,1,1,1,1,4
325,USASAT-22J,2,USA,-137.0,27.01.2004,2958,1,1,1,1,4
1028,USASAT-35J,1,USA,-99.0,30.01.2001,2963,1,1,1,1,4
369,USGOVSAT-20R,1,USA,134.0,14.09.2016,2964,1,1,1,1,4
461,USASAT-60U,1,USA,-95.0,29.05.2020,2979,1,1,1,1,4
1303,IRIS-6A,1,USA,75.0,12.10.2016,2996,1,1,1,1,4
873,P92-8,1,USA,92.0,23.09.2014,3037,1,1,1,1,4
1298,USASAT-80B,1,USA,60.0,23.08.2022,3042,1,1,1,1,4
894,USASAT-35E,1,USA,-123.0,30.01.2001,3049,1,1,1,1,4
166,USASAT-35I,1,USA,-101.0,17.11.2004,3075,1,1,1,1,4
188,USASAT-35N,1,USA,-91.0,30.01.2001,3082,1,1,1,1,4
416,USASAT-60N,1,USA,33.0,01.11.2011,3082,1,1,1,1,4
1675,USASAT-14L,1,USA,-12.0,09.07.1999,3087,1,1,1,1,4
254,USASAT-24N,1,USA,-129.0,17.07.2001,3124,1,1,1,1,4
414,USGOVSAT-1R,1,USA,180.0,23.01.2017,3142,1,1,1,1,4
1314,USASAT-14J-2,1,USA,72.0,02.10.1998,3165,1,1,1,1,4
1554,USASAT-14J,1,USA,72.0,02.10.1998,3165,1,1,1,1,4
321,USGOVSAT-5R,1,USA,-112.0,10.04.2017,3181,1,1,1,1,4
614,USASAT-60S,2,USA,-43.0,06.11.2019,3222,1,1,1,1,4
1080,USASAT-55E-1,1,USA,-43.0,08.11.2019,3222,1,1,1,1,4
547,USASAT-25D,1,USA,-45.0,02.10.1998,3226,1,1,1,1,4
1293,USASAT-60Q,1,USA,157.0,18.12.2018,3226,1,1,1,1,4
632,USGOVSAT-13R,1,USA,-121.9,10.04.2017,3240,1,1,1,1,4
1545,USGOVSAT-16R,1,USA,24.0,04.05.2017,3273,1,1,1,1,4
326,USASAT-24S,1,USA,-93.0,17.07.2001,3346,1,1,1,1,4
1023,USASAT-35M,1,USA,-93.0,07.09.2004,3346,1,1,1,1,4
519,KASATCOM-3,1,USA,72.0,27.11.2000,3361,1,1,1,1,4
787,USNN-5,1,USA,170.0,23.10.2017,3390,1,1,1,1,4
1261,USASAT-24W,1,USA,-79.0,25.09.1998,3400,1,1,1,1,4
13,USOBO-5A,1,USA,20.6,13.12.2017,3420,1,1,1,1,4
130,INTELSAT7 66E,1,USA,66.0,29.10.1998,3455,1,1,1,1,4
735,INTELSAT6 62E,1,USA,62.0,29.10.1998,3455,1,1,1,1,4
955,INTELSAT6 60E,1,USA,60.0,29.10.1998,3455,1,1,1,1,4
1206,USGOVSAT-9A,1,USA,57.0,21.08.2018,3479,1,1,1,1,4
1127,IRIS-1A,1,USA,-105.0,05.03.2018,3483,1,1,1,1,4
1263,INTELSAT5A 180E,1,USA,180.0,29.10.1998,3483,1,1,1,1,4
1416,INTELSAT7 180E,1,USA,180.0,29.10.1998,3483,1,1,1,1,4
1558,INTELSAT5 PAC3,1,USA,180.0,29.10.1998,3483,1,1,1,1,4
207,GOES-EAST-4,1,USA,-75.0,09.07.2018,3495,1,1,1,1,4
794,USASAT-14H,1,USA,166.0,02.10.1998,3521,1,1,1,1,4
1448,USASAT-60B,1,USA,166.0,08.02.2011,3521,1,1,1,1,4
1054,USASAT-14I-3,1,USA,68.5,16.08.2007,3544,1,1,1,1,4
784,USOBO-1A,1,USA,-159.4,05.04.2018,3550,1,1,1,1,4
1273,USASAT-24P,1,USA,-123.0,25.09.1998,3567,1,1,1,1,4
1306,USGCSS PH3B INDOC-2,1,USA,57.0,02.06.2005,3598,1,1,1,1,4
57,INTELSAT8 307E,1,USA,-53.0,27.09.2001,3605,1,1,1,1,4
525,INTELSAT9 330.5E,2,USA,-29.5,06.05.2003,3605,1,1,1,1,4
720,INTELSAT8 304.5E,1,USA,-55.5,18.06.2015,3605,1,1,1,1,4
1035,INTELSAT9 359E,1,USA,-1.0,06.05.2003,3605,1,1,1,1,4
1271,GOES-EAST-1,1,USA,-75.0,14.09.1998,3605,1,1,1,1,4
1324,INTELSAT7 304.5E,1,USA,-55.5,29.10.1998,3605,1,1,1,1,4
1564,INTELSAT7 307E,1,USA,-53.0,29.10.1998,3605,1,1,1,1,4
899,USGCSS PH3B W PAC-3,1,USA,150.0,14.09.1998,3695,1,1,1,1,4
430,KASATCOM-5,1,USA,172.0,14.09.1998,3757,1,1,1,1,4
448,KASATCOM-2,1,USA,-22.5,27.11.2000,3757,1,1,1,1,4
986,USGCSS PH3B W PAC-2,1,USA,180.0,02.06.2005,3772,1,1,1,1,4
122,INTELSAT8 64E,2,USA,64.0,29.10.1998,3787,1,1,1,1,4
1627,INTELSAT7 64E,1,USA,64.0,29.10.1998,3787,1,1,1,1,4
1278,USASAT-60V,1,USA,169.0,21.11.2022,3811,1,1,1,1,4
611,USASAT-23F,1,USA,-95.0,25.09.1998,3830,1,1,1,1,4
275,USGOVSAT-5A,1,USA,-112.0,13.02.2019,3844,1,1,1,1,4
931,USASAT-35P,1,USA,-87.0,17.11.2004,3875,1,1,1,1,4
334,USASAT-24T,1,USA,-87.0,25.09.1998,3876,1,1,1,1,4
833,GOES-WEST-4,1,USA,-137.0,06.06.2019,3904,1,1,1,1,4
1375,USASAT-26G,1,USA,-58.0,02.10.1998,3928,1,1,1,1,4
1484,USASAT-25G,1,USA,-58.0,02.10.1998,3928,1,1,1,1,4
15,USGCSS PH3B E PAC-2,1,USA,-130.0,27.11.2000,3939,1,1,1,1,4
137,USGAE-26A,1,USA,-94.2,31.07.2019,3943,1,1,1,1,4
1106,INTELSAT9 33E,1,USA,33.0,18.11.2004,3946,1,1,1,1,4
858,USASAT-35K,1,USA,-97.0,07.09.2004,3979,1,1,1,1,4
1113,USASAT-24D,1,USA,-97.0,25.09.1998,3979,1,1,1,1,4
538,MILSTAR 8,1,USA,-68.0,27.11.2000,4046,1,1,1,1,4
1049,USOBO-6B,1,USA,66.0,25.09.2019,4053,1,1,1,1,4
739,INTELSAT9 328.5E,1,USA,-31.5,17.11.2003,4062,1,1,1,1,4
741,INTELSAT8 330.5E,2,USA,-29.5,19.05.2000,4062,1,1,1,1,4
1621,INTELSAT8 328.5E,1,USA,-31.5,18.06.2015,4062,1,1,1,1,4
210,USASAT-24U,1,USA,-85.0,25.09.1998,4092,1,1,1,1,4
570,USOBO-11B,1,USA,139.0,23.10.2019,4109,1,1,1,1,4
1359,MILSTAR 4,1,USA,55.0,27.11.2000,4199,1,1,1,1,4
50,USASAT-35H,1,USA,-103.0,17.11.2004,4236,1,1,1,1,4
350,USASAT-24F,1,USA,-103.0,25.09.1998,4236,1,1,1,1,4
22,FLTSATCOM-C W PAC-2,1,USA,-177.0,14.09.1998,4304,1,1,1,1,4
117,FLTSATCOM-C W PAC-3,1,USA,-145.0,14.09.1998,4304,1,1,1,1,4
164,FLTSATCOM-C E PAC-1,1,USA,-105.0,14.09.1998,4304,1,1,1,1,4
436,FLTSATCOM-C INDOC-3,1,USA,75.0,14.09.1998,4304,1,1,1,1,4
515,FLTSATCOM-C INDOC-2,1,USA,72.0,14.09.1998,4304,1,1,1,1,4
516,FLTSATCOM-C INDOC-2,2,USA,72.0,14.09.1998,4304,1,1,1,1,4
617,FLTSATCOM-C E ATL-1,1,USA,-22.5,14.09.1998,4304,1,1,1,1,4
930,FLTSATCOM-C W PAC-1,1,USA,172.0,14.09.1998,4304,1,1,1,1,4
1002,FLTSATCOM-C E PAC-2,1,USA,-100.0,14.09.1998,4304,1,1,1,1,4
1413,FLTSATCOM-C E ATL-2,1,USA,-15.5,14.09.1998,4304,1,1,1,1,4
1450,FLTSATCOM-C INDOC-1,1,USA,29.0,14.09.1998,4304,1,1,1,1,4
727,USGAE-28A,1,USA,137.7,05.06.2020,4309,1,1,1,1,4
1529,USEWSG-1,1,USA,61.5,10.06.2020,4316,1,1,1,1,4
456,INTELSAT7 310E,1,USA,-50.0,29.10.1998,4335,1,1,1,1,4
596,INTELSAT10 310E,1,USA,-50.0,23.03.2006,4335,1,1,1,1,4
721,INTELSAT8 304.5E,2,USA,-55.5,18.06.2015,4335,1,1,1,1,4
1038,INTELSAT9 310E,1,USA,-50.0,17.11.2003,4335,1,1,1,1,4
1325,INTELSAT7 304.5E,2,USA,-55.5,29.10.1998,4335,1,1,1,1,4
1634,INTELSAT9 304.5E,1,USA,-55.5,17.11.2003,4335,1,1,1,1,4
622,MILSTAR 13,1,USA,4.0,27.11.2000,4350,1,1,1,1,4
381,USASAT-24O,1,USA,-127.0,25.09.1998,4388,1,1,1,1,4
458,INTELSAT7 359E,1,USA,-1.0,29.10.1998,4427,1,1,1,1,4
1036,INTELSAT9 359E,2,USA,-1.0,06.05.2003,4427,1,1,1,1,4
1129,INTELSAT8 359E,1,USA,-1.0,06.05.2003,4427,1,1,1,1,4
602,MILSTAR 14,1,USA,177.5,27.11.2000,4473,1,1,1,1,4
1061,USASAT-55F,1,USA,-43.0,15.10.2009,4476,1,1,1,1,4
1443,USGAE-5A,1,USA,55.0,01.09.2021,4477,1,1,1,1,4
85,USGCSS PH3B INDOC,1,USA,60.0,14.09.1998,4488,1,1,1,1,4
1193,USGCSS PH3 INDOC-2,1,USA,57.0,14.09.1998,4488,1,1,1,1,4
422,USASAT-26C,1,USA,-43.0,02.10.1998,4522,1,1,1,1,4
553,USASAT-25C,1,USA,-43.0,02.10.1998,4522,1,1,1,1,4
1198,USASAT-24L,1,USA,-95.0,25.09.1998,4549,1,1,1,1,4
1194,USASAT-24E,1,USA,-89.0,25.09.1998,4587,1,1,1,1,4
551,MILSTAR 6,1,USA,-120.0,27.11.2000,4602,1,1,1,1,4
652,USASAT-14I,1,USA,68.5,02.10.1998,4684,1,1,1,1,4
59,INTELSAT8 307E,3,USA,-53.0,27.09.2001,4732,1,1,1,1,4
425,INTELSAT IBS 307E,1,USA,-53.0,29.10.1998,4732,1,1,1,1,4
1565,INTELSAT7 307E,2,USA,-53.0,29.10.1998,4732,1,1,1,1,4
1566,INTELSAT7 307E,3,USA,-53.0,29.10.1998,4732,1,1,1,1,4
1668,USNN-1,1,USA,-65.0,07.07.2021,4748,1,1,1,1,4
1013,INTELSAT7 340E,1,USA,-20.0,28.11.2001,4764,1,1,1,1,4
26,USGAE-25A,1,USA,-124.2,07.09.2021,4769,1,1,1,1,4
103,INTELSAT6 85E,1,USA,85.0,01.05.2002,4793,1,1,1,1,4
176,INTELSAT7 85E,1,USA,85.0,21.12.2001,4793,1,1,1,1,4
752,INTELSAT7 342E,1,USA,-18.0,29.10.1998,4793,1,1,1,1,4
1540,INTELSAT KFOS 85E,1,USA,85.0,21.12.2001,4793,1,1,1,1,4
1674,INTELSAT8 85E,1,USA,85.0,21.12.2001,4793,1,1,1,1,4
1465,MILSTAR 5,1,USA,90.0,27.11.2000,4883,1,1,1,1,4
1439,USASAT-26A,2,USA,-37.5,22.06.2009,4885,1,1,1,1,4
250,USGAE-18A,1,USA,-155.0,16.03.2022,4888,1,1,1,1,4
394,ACS-1,1,USA,-101.0,02.10.1998,4898,1,1,1,1,4
1175,MCS-1,1,USA,-101.0,02.10.1998,4898,1,1,1,1,4
1496,USGCSS PH3 W PAC-2,1,USA,180.0,27.11.2000,4996,1,1,1,1,4
1369,USASAT-60J,1,USA,169.0,15.10.2009,5029,1,1,1,1,4
671,USASAT-14G,1,USA,169.0,02.10.1998,5074,1,1,1,1,4
802,USGOVSAT-19A,1,USA,86.0,09.08.2022,5108,1,1,1,1,4
1122,USGCSS PH3B W ATL,1,USA,-52.5,27.11.2000,5156,1,1,1,1,4
548,MILSTAR 1,1,USA,-90.0,27.11.2000,5157,1,1,1,1,4
972,USASAT-35Y,1,USA,-133.0,10.11.2004,5214,1,1,1,1,4
1169,USASAT-22A,1,USA,-133.0,25.09.1998,5214,1,1,1,1,4
1586,USGCSS PH3 INDOC,1,USA,60.0,14.09.1998,5218,1,1,1,1,4
905,USGOVSAT-18A,1,USA,78.5,09.11.2022,5236,1,1,1,1,4
932,USGCSS PH3B W PAC,1,USA,175.0,27.11.2000,5279,1,1,1,1,4
1091,USASAT-24J,1,USA,-99.0,25.09.1998,5454,1,1,1,1,4
649,USGCSS PH3B MID-ATL,1,USA,-42.5,02.06.2005,5607,1,1,1,1,4
101,USGCSS PH3 MID-ATL,1,USA,-42.5,27.11.2000,5623,1,1,1,1,4
1208,USASAT-24K,1,USA,-91.0,25.09.1998,5694,1,1,1,1,4
10,USASAT-35T,1,USA,-79.0,17.11.2004,5695,1,1,1,1,4
1144,USASAT-22H,1,USA,-131.0,25.09.1998,5695,1,1,1,1,4
581,USGCSS PH3B ATL,1,USA,-12.0,27.11.2000,5705,1,1,1,1,4
789,USGCSS PH3 W PAC,1,USA,175.0,14.09.1998,5705,1,1,1,1,4
1251,USASAT-21A,1,USA,-135.0,25.09.1998,5705,1,1,1,1,4
1226,USGCSS PH3B E PAC,1,USA,-135.0,27.11.2000,5826,1,1,1,1,4
273,USCSID-A4,1,USA,82.0,14.09.1998,5856,1,1,1,1,4
379,USCSID-A5,1,USA,92.0,14.09.1998,5856,1,1,1,1,4
386,USCSID-A2,1,USA,44.0,14.09.1998,5856,1,1,1,1,4
457,USCSID-E2,1,USA,-13.0,14.09.1998,5856,1,1,1,1,4
606,USCSID-E4,1,USA,-30.0,14.09.1998,5856,1,1,1,1,4
631,USCSID-E3,1,USA,-24.0,14.09.1998,5856,1,1,1,1,4
775,USCSID-W2,1,USA,-144.0,14.09.1998,5856,1,1,1,1,4
1201,USCSID-A1,1,USA,0.0,14.09.1998,5856,1,1,1,1,4
1217,USCSID-A6,1,USA,110.0,14.09.1998,5856,1,1,1,1,4
1302,USCSID-E1,1,USA,-10.0,14.09.1998,5856,1,1,1,1,4
1651,USCSID-W1,1,USA,-141.0,14.09.1998,5856,1,1,1,1,4
237,USASAT-22B,1,USA,-125.0,25.09.1998,5921,1,1,1,1,4
1019,USASAT-35D,1,USA,-125.0,21.05.2004,5921,1,1,1,1,4
410,INTELSAT8 325.5E,1,USA,-34.5,21.12.2001,6040,1,1,1,1,4
471,INTELSAT7 33E,1,USA,33.0,01.05.2002,6040,1,1,1,1,4
543,INTELSAT5 33E,2,USA,33.0,29.10.1998,6040,1,1,1,1,4
777,INTELSAT6 325.5E,1,USA,-34.5,29.10.1998,6040,1,1,1,1,4
778,INTELSAT6 325.5E,2,USA,-34.5,29.10.1998,6040,1,1,1,1,4
1151,INTELSAT8 33E,1,USA,33.0,01.05.2002,6040,1,1,1,1,4
1445,INTELSAT9 325.5E,1,USA,-34.5,17.11.2003,6040,1,1,1,1,4
1556,INTELSAT7 325.5E,1,USA,-34.5,21.12.2001,6040,1,1,1,1,4
1658,INTELSAT9 66E,1,USA,66.0,17.11.2003,6040,1,1,1,1,4
774,INTELSAT8 340E,1,USA,-20.0,30.07.2002,6101,1,1,1,1,4
966,INTELSAT6 332.5E,2,USA,-27.5,29.10.1998,6101,1,1,1,1,4
1014,INTELSAT7 340E,2,USA,-20.0,28.11.2001,6101,1,1,1,1,4
1158,INTELSAT6 340E,1,USA,-20.0,30.07.2002,6101,1,1,1,1,4
1272,USASAT-22I,1,USA,-139.0,25.09.1998,6165,1,1,1,1,4
233,USASAT-7D,1,USA,-101.0,25.09.1998,6223,1,1,1,1,4
1688,USASAT-14K,1,USA,172.0,13.04.2007,6223,1,1,1,1,4
577,USASAT-23H,1,USA,-105.0,25.09.1998,6355,1,1,1,1,4
1229,USASAT-22G,1,USA,-137.0,25.09.1998,6355,1,1,1,1,4
491,INTELSAT9 340E,1,USA,-20.0,17.11.2003,6619,1,1,1,1,4
843,INTELSAT6 335.5E,1,USA,-24.5,29.10.1998,6619,1,1,1,1,4
773,USGCSS PH3 E PAC-2,1,USA,-130.0,27.11.2000,6702,1,1,1,1,4
736,INTELSAT6 62E,2,USA,62.0,29.10.1998,6770,1,1,1,1,4
1361,USASAT-25A,1,USA,-37.5,02.10.1998,7018,1,1,1,1,4
36,USASAT-13I,1,USA,-45.0,02.10.1998,7289,1,1,1,1,4
211,FLTSATCOM-A INDOC-4,1,USA,100.0,26.08.2003,7774,1,1,1,1,4
626,USASAT-9C,1,USA,-85.0,25.09.1998,8128,1,1,1,1,4
62,INTELSAT6 330.5E,1,USA,-29.5,06.05.2003,8353,1,1,1,1,4
524,INTELSAT9 330.5E,1,USA,-29.5,06.05.2003,8353,1,1,1,1,4
740,INTELSAT8 330.5E,1,USA,-29.5,19.05.2000,8353,1,1,1,1,4
