Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
N-SAT-Y22-93E,Japan 🇯🇵,93.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y22-93E&sel_satname=N-SAT-Y22-93E&plan_id=
USGAE-11B,United States 🇺🇸,93.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USGAE-11B&sel_satname=USGAE-11B&plan_id=
N-SAT-Y15-93E,Japan 🇯🇵,93.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y15-93E&sel_satname=N-SAT-Y15-93E&plan_id=
JMCS-93E,Japan 🇯🇵,93.0°E,Non-Planned,Late-Stage,Yes,No,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=JMCS-93E&sel_satname=JMCS-93E&plan_id=
JMCS-6-93E,Japan 🇯🇵,93.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=JMCS-6-93E&sel_satname=JMCS-6-93E&plan_id=
MADAR-93E,United Arab Emirates 🇦🇪,93.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-93E&sel_satname=MADAR-93E&plan_id=
N-SAT2-93E,Japan 🇯🇵,93.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=N-SAT2-93E&sel_satname=N-SAT2-93E&plan_id=
N-SAT-93E,Japan 🇯🇵,93.0°E,Non-Planned,Late-Stage,No,No,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=N-SAT-93E&sel_satname=N-SAT-93E&plan_id=
JMCS-93E-R,Japan 🇯🇵,93.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=JMCS-93E-R&sel_satname=JMCS-93E-R&plan_id=
DEF-R-SAT-3A,Australia 🇦🇺,93.0°E,Non-Planned,Late-Stage,Yes,No,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=DEF-R-SAT-3A&sel_satname=DEF-R-SAT-3A&plan_id=
KOREASAT-93E-MT2,Korea (Rep. of) 🇰🇷,93.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KOREASAT-93E-MT2&sel_satname=KOREASAT-93E-MT2&plan_id=
N-SAT-Y18-93E,Japan 🇯🇵,93.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y18-93E&sel_satname=N-SAT-Y18-93E&plan_id=
INSAT-KA93.5ER,India 🇮🇳,93.5°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KA93.5ER&sel_satname=INSAT-KA93.5ER&plan_id=
INSAT-NAV(93.5),India 🇮🇳,93.5°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-NAV(93.5)&sel_satname=INSAT-NAV(93.5)&plan_id=
INSAT-2(93.5),India 🇮🇳,93.5°E,Non-Planned,Late-Stage,Yes,No,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-2(93.5)&sel_satname=INSAT-2(93.5)&plan_id=
INSAT-EK93.5,India 🇮🇳,93.5°E,Non-Planned,Late-Stage,Yes,No,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-EK93.5&sel_satname=INSAT-EK93.5&plan_id=
INSAT-2T (93.5),India 🇮🇳,93.5°E,Non-Planned,Late-Stage,Yes,No,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-2T+(93.5)&sel_satname=INSAT-2T+(93.5)&plan_id=
INSAT-2M (93.5),India 🇮🇳,93.5°E,Non-Planned,Late-Stage,Yes,No,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-2M+(93.5)&sel_satname=INSAT-2M+(93.5)&plan_id=
INSAT-2K (93.5),India 🇮🇳,93.5°E,Non-Planned,Late-Stage,Yes,No,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-2K+(93.5)&sel_satname=INSAT-2K+(93.5)&plan_id=
INSAT-2E93.5,India 🇮🇳,93.5°E,Non-Planned,Late-Stage,Yes,No,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-2E93.5&sel_satname=INSAT-2E93.5&plan_id=
INSAT-METD(93.5E),India 🇮🇳,93.5°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-METD(93.5E)&sel_satname=INSAT-METD(93.5E)&plan_id=
INSAT-KUP-FSS(93.5E),India 🇮🇳,93.5°E,Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-KUP-FSS(93.5E)&sel_satname=INSAT-KUP-FSS(93.5E)&plan_id=plan
INSAT-EXC(93.5E),India 🇮🇳,93.5°E,Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=INSAT-EXC(93.5E)&sel_satname=INSAT-EXC(93.5E)&plan_id=plan
INSAT-2B,India 🇮🇳,93.5°E,Planned,Late-Stage,Yes,No,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-2B&sel_satname=INSAT-2B&plan_id=plan
INSAT-KA93.5E,India 🇮🇳,93.5°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KA93.5E&sel_satname=INSAT-KA93.5E&plan_id=
IND-SATS-93.5E,India 🇮🇳,93.5°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=IND-SATS-93.5E&sel_satname=IND-SATS-93.5E&plan_id=
INSAT-EK93.5R,India 🇮🇳,93.5°E,Non-Planned,Late-Stage,Yes,No,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-EK93.5R&sel_satname=INSAT-EK93.5R&plan_id=
INSAT-TTC(93.5)E,India 🇮🇳,93.5°E,Non-Planned,Late-Stage,Yes,No,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-TTC(93.5)E&sel_satname=INSAT-TTC(93.5)E&plan_id=
INSAT-KU17(93.5E),India 🇮🇳,93.5°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KU17(93.5E)&sel_satname=INSAT-KU17(93.5E)&plan_id=
APSTAR-92.5E,China 🇨🇳,92.5°E,Non-Planned,Early-Stage,No,n/a,No,0.56°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=APSTAR-92.5E&sel_satname=APSTAR-92.5E&plan_id=
CHINASAT-92.2E,China 🇨🇳,92.2°E,Non-Planned,Late-Stage,Yes,No,No,0.86°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-92.2E&sel_satname=CHINASAT-92.2E&plan_id=
APSTAR-92E,China 🇨🇳,92.2°E,Non-Planned,Late-Stage,Yes,No,No,0.86°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=APSTAR-92E&sel_satname=APSTAR-92E&plan_id=
CHNBSAT-30B-92.2E,China 🇨🇳,92.2°E,Planned,Early-Stage,No,n/a,No,0.86°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CHNBSAT-30B-92.2E&sel_satname=CHNBSAT-30B-92.2E&plan_id=plan
CHINASAT-G-92.2E,China 🇨🇳,92.2°E,Non-Planned,Early-Stage,No,n/a,No,0.86°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-G-92.2E&sel_satname=CHINASAT-G-92.2E&plan_id=
