Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
ARABSAT-11B-26E,Saudi Arabia 🇸🇦,26.0°E,Non-Planned,Early-Stage,No,n/a,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-11B-26E&sel_satname=ARABSAT-11B-26E&plan_id=
QATARSAT-AMATEUR,Qatar 🇶🇦,26.0°E,Non-Planned,Early-Stage,No,n/a,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=QATARSAT-AMATEUR&sel_satname=QATARSAT-AMATEUR&plan_id=
ZOHREH-2,Iran (Islamic Republic of) 🇮🇷,26.0°E,Non-Planned,Late-Stage,Yes,No,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ZOHREH-2&sel_satname=ZOHREH-2&plan_id=
IRANSAT-26E,Iran (Islamic Republic of) 🇮🇷,26.0°E,Non-Planned,Early-Stage,No,n/a,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-26E&sel_satname=IRANSAT-26E&plan_id=
ARABSAT-AX26E_C,Saudi Arabia 🇸🇦,26.0°E,Planned,Early-Stage,No,n/a,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ARABSAT-AX26E_C&sel_satname=ARABSAT-AX26E_C&plan_id=plan
QATARSAT-30B-26E,Qatar 🇶🇦,26.0°E,Planned,Early-Stage,No,n/a,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=QATARSAT-30B-26E&sel_satname=QATARSAT-30B-26E&plan_id=plan
IRN-30B-26E,Iran (Islamic Republic of) 🇮🇷,26.0°E,Planned,Early-Stage,No,n/a,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=IRN-30B-26E&sel_satname=IRN-30B-26E&plan_id=plan
ESHAILSAT-26E-2,Qatar 🇶🇦,26.0°E,Planned,Early-Stage,Yes,n/a,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ESHAILSAT-26E-2&sel_satname=ESHAILSAT-26E-2&plan_id=plan
ARABSAT-AXB26E_C,Saudi Arabia 🇸🇦,26.0°E,Planned,Late-Stage,Yes,No,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ARABSAT-AXB26E_C&sel_satname=ARABSAT-AXB26E_C&plan_id=plan
ARABSAT 1-B,Saudi Arabia 🇸🇦,26.0°E,Non-Planned,Late-Stage,Yes,No,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ARABSAT+1-B&sel_satname=ARABSAT+1-B&plan_id=
ARABSAT-9B-26E,Saudi Arabia 🇸🇦,26.0°E,Non-Planned,Early-Stage,No,n/a,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-9B-26E&sel_satname=ARABSAT-9B-26E&plan_id=
ARABSAT-KA-26E,Saudi Arabia 🇸🇦,26.0°E,Non-Planned,Late-Stage,Yes,No,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ARABSAT-KA-26E&sel_satname=ARABSAT-KA-26E&plan_id=
ARABSAT 5B-26E,Saudi Arabia 🇸🇦,26.0°E,Non-Planned,Late-Stage,Yes,No,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ARABSAT+5B-26E&sel_satname=ARABSAT+5B-26E&plan_id=
ARABSAT 7B-26E,Saudi Arabia 🇸🇦,26.0°E,Non-Planned,Early-Stage,No,n/a,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ARABSAT+7B-26E&sel_satname=ARABSAT+7B-26E&plan_id=
ARABSAT-KU-26E,Saudi Arabia 🇸🇦,26.0°E,Non-Planned,Late-Stage,Yes,No,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ARABSAT-KU-26E&sel_satname=ARABSAT-KU-26E&plan_id=
ARABSAT-AX26E_KU,Saudi Arabia 🇸🇦,26.0°E,Planned,Early-Stage,No,n/a,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ARABSAT-AX26E_KU&sel_satname=ARABSAT-AX26E_KU&plan_id=plan
QATARSAT-30B-26E-G2,Qatar 🇶🇦,26.0°E,Planned,Early-Stage,No,n/a,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=QATARSAT-30B-26E-G2&sel_satname=QATARSAT-30B-26E-G2&plan_id=plan
QATARSAT-G4-25.9E,Qatar 🇶🇦,25.9°E,Non-Planned,Early-Stage,No,n/a,No,0.74°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QATARSAT-G4-25.9E&sel_satname=QATARSAT-G4-25.9E&plan_id=
GUI00000,Guinea 🇬🇳,27.5°E,Planned,Early-Stage,No,n/a,No,0.86°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=GUI00000&sel_satname=GUI00000&plan_id=plan
CHNHTSAT-27.5E,China 🇨🇳,27.5°E,Non-Planned,Early-Stage,No,n/a,No,0.86°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNHTSAT-27.5E&sel_satname=CHNHTSAT-27.5E&plan_id=
MADAR-27.5E,United Arab Emirates 🇦🇪,27.5°E,Non-Planned,Early-Stage,No,n/a,No,0.86°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-27.5E&sel_satname=MADAR-27.5E&plan_id=
