Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
ADF UHF-2,Australia 🇦🇺,72.1°E,Non-Planned,Late-Stage,Yes,No,No,0.04°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ADF+UHF-2&sel_satname=ADF+UHF-2&plan_id=
MT-SAT-72E,France 🇫🇷,72.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MT-SAT-72E&sel_satname=MT-SAT-72E&plan_id=
IRANSAT-72E,Iran (Islamic Republic of) 🇮🇷,72.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-72E&sel_satname=IRANSAT-72E&plan_id=
DEF-R-SAT-2A,Australia 🇦🇺,72.0°E,Non-Planned,Late-Stage,Yes,No,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=DEF-R-SAT-2A&sel_satname=DEF-R-SAT-2A&plan_id=
USASAT-14J,United States 🇺🇸,72.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-14J&sel_satname=USASAT-14J&plan_id=
KACIFIC-72E,Germany 🇩🇪,72.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KACIFIC-72E&sel_satname=KACIFIC-72E&plan_id=
TAPUKITEA-TSAT-72E,Tonga 🇹🇴,72.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=TAPUKITEA-TSAT-72E&sel_satname=TAPUKITEA-TSAT-72E&plan_id=
OMANSAT-72E,Oman 🇴🇲,72.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=OMANSAT-72E&sel_satname=OMANSAT-72E&plan_id=
CNSAT-72E,China 🇨🇳,72.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CNSAT-72E&sel_satname=CNSAT-72E&plan_id=
FLTSATCOM-C INDOC-2,United States 🇺🇸,72.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=FLTSATCOM-C+INDOC-2&sel_satname=FLTSATCOM-C+INDOC-2&plan_id=
N-SAT-Y19-72E,Japan 🇯🇵,72.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y19-72E&sel_satname=N-SAT-Y19-72E&plan_id=
USASAT-14J-2,United States 🇺🇸,72.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-14J-2&sel_satname=USASAT-14J-2&plan_id=
IRIS-5B,United States 🇺🇸,72.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRIS-5B&sel_satname=IRIS-5B&plan_id=
USASAT-60R,United States 🇺🇸,72.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-60R&sel_satname=USASAT-60R&plan_id=
KASATCOM-3,United States 🇺🇸,72.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=KASATCOM-3&sel_satname=KASATCOM-3&plan_id=
AMS-C13-72E,Israel 🇮🇱,72.0°E,Non-Planned,Early-Stage,No,n/a,No,0.06°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AMS-C13-72E&sel_satname=AMS-C13-72E&plan_id=
MADAR-72.5E-2,United Arab Emirates 🇦🇪,72.5°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-72.5E-2&sel_satname=MADAR-72.5E-2&plan_id=
MADAR-72.5E-4,United Arab Emirates 🇦🇪,72.5°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-72.5E-4&sel_satname=MADAR-72.5E-4&plan_id=
OMANSAT-72.5E,Oman 🇴🇲,72.5°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=OMANSAT-72.5E&sel_satname=OMANSAT-72.5E&plan_id=
MADAR-72.5E-2_1,United Arab Emirates 🇦🇪,72.5°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-72.5E-2_1&sel_satname=MADAR-72.5E-2_1&plan_id=
MADAR-72.5E-3,United Arab Emirates 🇦🇪,72.5°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-72.5E-3&sel_satname=MADAR-72.5E-3&plan_id=
DIMENSION-3,United Kingdom 🇬🇧,72.5°E,Non-Planned,Early-Stage,No,n/a,No,0.44°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=DIMENSION-3&sel_satname=DIMENSION-3&plan_id=
QATARSAT-G5-72.7E,Qatar 🇶🇦,72.7°E,Non-Planned,Early-Stage,No,n/a,No,0.64°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QATARSAT-G5-72.7E&sel_satname=QATARSAT-G5-72.7E&plan_id=
ARM00000,Armenia 🇦🇲,71.4°E,Planned,Early-Stage,No,n/a,No,0.66°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ARM00000&sel_satname=ARM00000&plan_id=plan
