Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
PESSE-20.5E-KA,Netherlands 🇳🇱,20.5°E,Non-Planned,Early-Stage,No,n/a,No,0.05°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-20.5E-KA&sel_satname=PESSE-20.5E-KA&plan_id=
PESSE-20.5E-VB,Netherlands 🇳🇱,20.5°E,Non-Planned,Early-Stage,No,n/a,No,0.05°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-20.5E-VB&sel_satname=PESSE-20.5E-VB&plan_id=
CTDRS-2-20.4E,China 🇨🇳,20.4°E,Non-Planned,Late-Stage,Yes,No,Total,0.05°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CTDRS-2-20.4E&sel_satname=CTDRS-2-20.4E&plan_id=
USOBO-5C,United States 🇺🇸,20.6°E,Non-Planned,Early-Stage,No,n/a,No,0.15°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USOBO-5C&sel_satname=USOBO-5C&plan_id=
USOBO-5A,United States 🇺🇸,20.6°E,Non-Planned,Early-Stage,No,Partial,No,0.15°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USOBO-5A&sel_satname=USOBO-5A&plan_id=
ARABSAT-11C-20E,Saudi Arabia 🇸🇦,20.0°E,Non-Planned,Early-Stage,No,n/a,No,0.45°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-11C-20E&sel_satname=ARABSAT-11C-20E&plan_id=
ARABSAT-9C-20E,Saudi Arabia 🇸🇦,20.0°E,Non-Planned,Early-Stage,No,n/a,No,0.45°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-9C-20E&sel_satname=ARABSAT-9C-20E&plan_id=
ARABSAT 7C-20E,Saudi Arabia 🇸🇦,20.0°E,Non-Planned,Late-Stage,Yes,No,No,0.45°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ARABSAT+7C-20E&sel_satname=ARABSAT+7C-20E&plan_id=
ARABSAT 5C-20E,Saudi Arabia 🇸🇦,20.0°E,Non-Planned,Late-Stage,Yes,No,No,0.45°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ARABSAT+5C-20E&sel_satname=ARABSAT+5C-20E&plan_id=
ARABSAT 2-C,Saudi Arabia 🇸🇦,20.0°E,Non-Planned,Late-Stage,Yes,No,No,0.45°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ARABSAT+2-C&sel_satname=ARABSAT+2-C&plan_id=
UK-KA-21E,United Kingdom 🇬🇧,21.0°E,Non-Planned,Early-Stage,No,n/a,No,0.55°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UK-KA-21E&sel_satname=UK-KA-21E&plan_id=
UK-KA-21E-VB,United Kingdom 🇬🇧,21.0°E,Non-Planned,Early-Stage,No,n/a,No,0.55°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UK-KA-21E-VB&sel_satname=UK-KA-21E-VB&plan_id=
BOT00000,Botswana 🇧🇼,21.2°E,Planned,Early-Stage,No,n/a,No,0.75°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BOT00000&sel_satname=BOT00000&plan_id=plan
CY-AQUARIUS,Cyprus 🇨🇾,21.35°E,Non-Planned,Early-Stage,No,n/a,No,0.90°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CY-AQUARIUS&sel_satname=CY-AQUARIUS&plan_id=
ITASAT-1C,Italy 🇮🇹,19.5°E,Non-Planned,Early-Stage,No,n/a,No,0.95°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ITASAT-1C&sel_satname=ITASAT-1C&plan_id=
