License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
SIRIUS-2,Sweden 🇸🇪,4.8°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SIRIUS-2&sel_satname=SIRIUS-2&plan_id=
SIRIUS-P,Sweden 🇸🇪,5.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SIRIUS-P&sel_satname=SIRIUS-P&plan_id=
SIRIUS-5E-9,Sweden 🇸🇪,5.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIRIUS-5E-9&sel_satname=SIRIUS-5E-9&plan_id=
S  00000,Sweden 🇸🇪,5.0°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=S++00000&sel_satname=S++00000&plan_id=plan
MEASAT-SA1A,Malaysia 🇲🇾,5.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=MEASAT-SA1A&sel_satname=MEASAT-SA1A&plan_id=
LUX-G6-2-E,Luxembourg 🇱🇺,5.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LUX-G6-2-E&sel_satname=LUX-G6-2-E&plan_id=
SIRIUS-5E-10,Sweden 🇸🇪,5.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIRIUS-5E-10&sel_satname=SIRIUS-5E-10&plan_id=
USMB-5,United States 🇺🇸,5.0°E,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USMB-5&sel_satname=USMB-5&plan_id=
SIRIUS-5E-2,Sweden 🇸🇪,5.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SIRIUS-5E-2&sel_satname=SIRIUS-5E-2&plan_id=
SIRIUS-5E,Sweden 🇸🇪,5.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SIRIUS-5E&sel_satname=SIRIUS-5E&plan_id=
LUX-G3-2,Luxembourg 🇱🇺,5.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LUX-G3-2&sel_satname=LUX-G3-2&plan_id=
LUX-G11-2_1,Luxembourg 🇱🇺,5.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=LUX-G11-2_1&sel_satname=LUX-G11-2_1&plan_id=
SIRIUS-3B,Sweden 🇸🇪,5.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SIRIUS-3B&sel_satname=SIRIUS-3B&plan_id=
LUX-G11-2,Luxembourg 🇱🇺,5.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=LUX-G11-2&sel_satname=LUX-G11-2&plan_id=
TELE-X,Sweden 🇸🇪,5.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TELE-X&sel_satname=TELE-X&plan_id=
SIRIUS-30B-5E,Sweden 🇸🇪,5.0°E,Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SIRIUS-30B-5E&sel_satname=SIRIUS-30B-5E&plan_id=plan
SIRIUS-30B,Sweden 🇸🇪,5.0°E,Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SIRIUS-30B&sel_satname=SIRIUS-30B&plan_id=plan
SIRIUS-30B-5E-4,Sweden 🇸🇪,5.0°E,Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SIRIUS-30B-5E-4&sel_satname=SIRIUS-30B-5E-4&plan_id=plan
SIRIUS-30B-5E-3,Sweden 🇸🇪,5.0°E,Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SIRIUS-30B-5E-3&sel_satname=SIRIUS-30B-5E-3&plan_id=plan
SIRIUS-30B-5E-5,Sweden 🇸🇪,5.0°E,Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SIRIUS-30B-5E-5&sel_satname=SIRIUS-30B-5E-5&plan_id=plan
SIRIUS-5E-11,Sweden 🇸🇪,5.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIRIUS-5E-11&sel_satname=SIRIUS-5E-11&plan_id=
ALB00000,Albania 🇦🇱,4.13°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ALB00000&sel_satname=ALB00000&plan_id=plan
RASCOM-C,Côte d'Ivoire 🇨🇮,5.5°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=RASCOM-C&sel_satname=RASCOM-C&plan_id=
MADAR-5.5E-2,United Arab Emirates 🇦🇪,5.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-5.5E-2&sel_satname=MADAR-5.5E-2&plan_id=
TIBASAT-5.5E,Egypt 🇪🇬,5.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=TIBASAT-5.5E&sel_satname=TIBASAT-5.5E&plan_id=
USGAE-2,United States 🇺🇸,4.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGAE-2&sel_satname=USGAE-2&plan_id=
