License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
INTELSAT7 340E,United States 🇺🇸,20.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT7+340E&sel_satname=INTELSAT7+340E&plan_id=
B-SAT-1Z,Brazil 🇧🇷,20.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=B-SAT-1Z&sel_satname=B-SAT-1Z&plan_id=
YAHSAT-FSS2-20W,United Arab Emirates 🇦🇪,20.0°W,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YAHSAT-FSS2-20W&sel_satname=YAHSAT-FSS2-20W&plan_id=plan
INTELSAT6 340E,United States 🇺🇸,20.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT6+340E&sel_satname=INTELSAT6+340E&plan_id=
MADAR-20W-3,United Arab Emirates 🇦🇪,20.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-20W-3&sel_satname=MADAR-20W-3&plan_id=
NSS-31,Netherlands 🇳🇱,20.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NSS-31&sel_satname=NSS-31&plan_id=
INTELSAT9 340E,United States 🇺🇸,20.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT9+340E&sel_satname=INTELSAT9+340E&plan_id=
YAHSAT-N-20W,United Arab Emirates 🇦🇪,20.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=YAHSAT-N-20W&sel_satname=YAHSAT-N-20W&plan_id=
INTELSAT8 340E,United States 🇺🇸,20.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT8+340E&sel_satname=INTELSAT8+340E&plan_id=
SATCOM-4/20.2W,Belgium 🇧🇪,20.2°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SATCOM-4/20.2W&sel_satname=SATCOM-4/20.2W&plan_id=
SVK00000,Slovakia 🇸🇰,19.82°W,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=SVK00000&sel_satname=SVK00000&plan_id=plan
LSO00000,Lesotho 🇱🇸,19.3°W,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=LSO00000&sel_satname=LSO00000&plan_id=plan
