Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
F-SAT-30B-9E,France 🇫🇷,9.0°E,Planned,Early-Stage,No,n/a,No,0.41°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-9E&sel_satname=F-SAT-30B-9E&plan_id=plan
F-SAT-E-30B-9E,France 🇫🇷,9.0°E,Planned,Early-Stage,Yes,n/a,No,0.41°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-E-30B-9E&sel_satname=F-SAT-E-30B-9E&plan_id=plan
UK-KA-9E-VB,United Kingdom 🇬🇧,9.0°E,Non-Planned,Early-Stage,No,n/a,No,0.41°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UK-KA-9E-VB&sel_satname=UK-KA-9E-VB&plan_id=
UK-KA-9E,United Kingdom 🇬🇧,9.0°E,Non-Planned,Early-Stage,No,n/a,No,0.41°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UK-KA-9E&sel_satname=UK-KA-9E&plan_id=
F-SAT-KA-E-9E,France 🇫🇷,9.0°E,Non-Planned,Late-Stage,Yes,No,No,0.41°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-KA-E-9E&sel_satname=F-SAT-KA-E-9E&plan_id=
F-SAT-N3-9E,France 🇫🇷,9.0°E,Non-Planned,Late-Stage,Yes,No,No,0.41°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-N3-9E&sel_satname=F-SAT-N3-9E&plan_id=
F-SAT-N7-9E,France 🇫🇷,9.0°E,Non-Planned,Early-Stage,No,n/a,No,0.41°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-9E&sel_satname=F-SAT-N7-9E&plan_id=
MADAR-9E,United Arab Emirates 🇦🇪,9.0°E,Non-Planned,Early-Stage,No,n/a,No,0.41°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-9E&sel_satname=MADAR-9E&plan_id=
CYP-SAT-KM-9E,Cyprus 🇨🇾,9.0°E,Non-Planned,Early-Stage,No,n/a,No,0.41°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CYP-SAT-KM-9E&sel_satname=CYP-SAT-KM-9E&plan_id=
F-SAT-N5-9E,France 🇫🇷,9.0°E,Non-Planned,Early-Stage,Yes,n/a,No,0.41°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-N5-9E&sel_satname=F-SAT-N5-9E&plan_id=
F-SAT-T-E-9E,France 🇫🇷,9.0°E,Non-Planned,Late-Stage,Yes,No,No,0.41°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-T-E-9E&sel_satname=F-SAT-T-E-9E&plan_id=
F-SAT-S-E-10E,France 🇫🇷,10.0°E,Non-Planned,Late-Stage,Yes,No,No,0.59°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-S-E-10E&sel_satname=F-SAT-S-E-10E&plan_id=
EUTELSAT EXB-10E,France 🇫🇷,10.0°E,Planned,Late-Stage,Yes,No,No,0.59°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+EXB-10E&sel_satname=EUTELSAT+EXB-10E&plan_id=plan
SATCOM-4/10E,Belgium 🇧🇪,10.0°E,Non-Planned,Late-Stage,Yes,No,No,0.59°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SATCOM-4/10E&sel_satname=SATCOM-4/10E&plan_id=
EUTELSAT 2-10E,France 🇫🇷,10.0°E,Non-Planned,Late-Stage,Yes,No,No,0.59°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+2-10E&sel_satname=EUTELSAT+2-10E&plan_id=
F-SAT-N3-10E,France 🇫🇷,10.0°E,Non-Planned,Late-Stage,Yes,No,No,0.59°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-N3-10E&sel_satname=F-SAT-N3-10E&plan_id=
F-SAT-C-E-10E,France 🇫🇷,10.0°E,Non-Planned,Late-Stage,Yes,No,No,0.59°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-C-E-10E&sel_satname=F-SAT-C-E-10E&plan_id=
F-SAT-KU2-E-10E,France 🇫🇷,10.0°E,Non-Planned,Late-Stage,Yes,No,No,0.59°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-KU2-E-10E&sel_satname=F-SAT-KU2-E-10E&plan_id=
EUTELSAT 3-10E,France 🇫🇷,10.0°E,Non-Planned,Late-Stage,Yes,No,No,0.59°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+3-10E&sel_satname=EUTELSAT+3-10E&plan_id=
F-SAT-30B-10E,France 🇫🇷,10.0°E,Planned,Early-Stage,No,n/a,No,0.59°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-10E&sel_satname=F-SAT-30B-10E&plan_id=plan
3GSAT-G17R,France 🇫🇷,10.0°E,Non-Planned,Late-Stage,Yes,No,No,0.59°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=3GSAT-G17R&sel_satname=3GSAT-G17R&plan_id=
F-SAT-N10-10E,France 🇫🇷,10.0°E,Non-Planned,Early-Stage,No,n/a,No,0.59°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N10-10E&sel_satname=F-SAT-N10-10E&plan_id=
ECHOSTAR-EML1,United Kingdom 🇬🇧,10.0°E,Non-Planned,Early-Stage,No,n/a,No,0.59°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ECHOSTAR-EML1&sel_satname=ECHOSTAR-EML1&plan_id=
F-SAT-N-E-10E,France 🇫🇷,10.0°E,Non-Planned,Late-Stage,Yes,No,No,0.59°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-N-E-10E&sel_satname=F-SAT-N-E-10E&plan_id=
F-SAT-N7-10E,France 🇫🇷,10.0°E,Non-Planned,Early-Stage,No,n/a,No,0.59°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-10E&sel_satname=F-SAT-N7-10E&plan_id=
ITASAT-1B,Italy 🇮🇹,10.0°E,Non-Planned,Early-Stage,No,n/a,No,0.59°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ITASAT-1B&sel_satname=ITASAT-1B&plan_id=
F-SAT-30B-1-10E,France 🇫🇷,10.0°E,Planned,Early-Stage,No,n/a,No,0.59°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-1-10E&sel_satname=F-SAT-30B-1-10E&plan_id=plan
USOBO-16B,United States 🇺🇸,8.5°E,Non-Planned,Early-Stage,No,n/a,No,0.91°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USOBO-16B&sel_satname=USOBO-16B&plan_id=
USGON-2,United States 🇺🇸,8.5°E,Non-Planned,Late-Stage,Yes,No,No,0.91°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGON-2&sel_satname=USGON-2&plan_id=
TUR00000,Türkiye 🇹🇷,8.5°E,Planned,Early-Stage,No,n/a,No,0.91°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=TUR00000&sel_satname=TUR00000&plan_id=plan
USOBO-16C,United States 🇺🇸,8.5°E,Non-Planned,Early-Stage,No,n/a,No,0.91°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USOBO-16C&sel_satname=USOBO-16C&plan_id=
