Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
APSTAR-142E,China 🇨🇳,142.0°E,Non-Planned,Late-Stage,Yes,No,No,0.11°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=APSTAR-142E&sel_satname=APSTAR-142E&plan_id=
LAO00000,Lao P.D.R. 🇱🇦,142.0°E,Planned,Early-Stage,No,n/a,No,0.11°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=LAO00000&sel_satname=LAO00000&plan_id=plan
YAHSAT-FSS-142E,United Arab Emirates 🇦🇪,142.0°E,Planned,Early-Stage,No,n/a,No,0.11°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YAHSAT-FSS-142E&sel_satname=YAHSAT-FSS-142E&plan_id=plan
THAISAT-142E,Thailand 🇹🇭,142.0°E,Non-Planned,Early-Stage,No,n/a,No,0.11°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=THAISAT-142E&sel_satname=THAISAT-142E&plan_id=
MADAR-142E-3,United Arab Emirates 🇦🇪,142.0°E,Non-Planned,Early-Stage,No,n/a,No,0.11°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-142E-3&sel_satname=MADAR-142E-3&plan_id=
THAICOM-G3K,Thailand 🇹🇭,142.0°E,Non-Planned,Late-Stage,Yes,No,No,0.11°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=THAICOM-G3K&sel_satname=THAICOM-G3K&plan_id=
APSTAR-142E-R,China 🇨🇳,142.0°E,Non-Planned,Late-Stage,Yes,No,No,0.11°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=APSTAR-142E-R&sel_satname=APSTAR-142E-R&plan_id=
MADAR-142E-2_1,United Arab Emirates 🇦🇪,142.0°E,Non-Planned,Early-Stage,No,n/a,No,0.11°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-142E-2_1&sel_satname=MADAR-142E-2_1&plan_id=
MADAR-142E-2,United Arab Emirates 🇦🇪,142.0°E,Non-Planned,Early-Stage,No,n/a,No,0.11°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-142E-2&sel_satname=MADAR-142E-2&plan_id=
APSTAR-G5-142E,China 🇨🇳,142.0°E,Non-Planned,Early-Stage,No,n/a,No,0.11°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=APSTAR-G5-142E&sel_satname=APSTAR-G5-142E&plan_id=
KOREASAT-142K,Korea (Rep. of) 🇰🇷,142.0°E,Non-Planned,Early-Stage,No,n/a,No,0.11°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KOREASAT-142K&sel_satname=KOREASAT-142K&plan_id=
EP-SAT-142E,France 🇫🇷,142.0°E,Non-Planned,Early-Stage,No,n/a,No,0.11°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=EP-SAT-142E&sel_satname=EP-SAT-142E&plan_id=
F-SAT-N9-141.5E,France 🇫🇷,141.5°E,Non-Planned,Early-Stage,No,n/a,No,0.39°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N9-141.5E&sel_satname=F-SAT-N9-141.5E&plan_id=
ETS9-B,Japan 🇯🇵,141.5°E,Non-Planned,Early-Stage,No,n/a,No,0.39°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ETS9-B&sel_satname=ETS9-B&plan_id=
INMARSAT-7-142E5,Switzerland 🇨🇭,142.5°E,Non-Planned,Early-Stage,No,n/a,No,0.61°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-7-142E5&sel_satname=INMARSAT-7-142E5&plan_id=
AUS-NBN-142.5E,Australia 🇦🇺,142.5°E,Non-Planned,Early-Stage,No,n/a,No,0.61°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AUS-NBN-142.5E&sel_satname=AUS-NBN-142.5E&plan_id=
ASIASAT-142.5Q,China 🇨🇳,142.5°E,Non-Planned,Early-Stage,No,n/a,No,0.61°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ASIASAT-142.5Q&sel_satname=ASIASAT-142.5Q&plan_id=
JMCS-6-141E,Japan 🇯🇵,141.0°E,Non-Planned,Early-Stage,No,n/a,No,0.89°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=JMCS-6-141E&sel_satname=JMCS-6-141E&plan_id=
