Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
MEASAT-46E-R,Malaysia 🇲🇾,46.0°E,Non-Planned,Late-Stage,Yes,No,No,0.01°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=MEASAT-46E-R&sel_satname=MEASAT-46E-R&plan_id=
BIH00000,Bosnia and Herzegovina 🇧🇦,46.0°E,Planned,Early-Stage,No,n/a,No,0.01°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BIH00000&sel_satname=BIH00000&plan_id=plan
AZERSAT-46E,Azerbaijan 🇦🇿,46.0°E,Non-Planned,Early-Stage,Yes,n/a,No,0.01°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AZERSAT-46E&sel_satname=AZERSAT-46E&plan_id=
FMS5-46E,France 🇫🇷,46.0°E,Non-Planned,Early-Stage,No,n/a,No,0.01°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=FMS5-46E&sel_satname=FMS5-46E&plan_id=
MADAR-46E-2,United Arab Emirates 🇦🇪,46.0°E,Non-Planned,Early-Stage,No,n/a,No,0.01°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-46E-2&sel_satname=MADAR-46E-2&plan_id=
MEASAT-SA4C,Malaysia 🇲🇾,46.0°E,Non-Planned,Early-Stage,No,n/a,No,0.01°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MEASAT-SA4C&sel_satname=MEASAT-SA4C&plan_id=
MEASAT-SA4C_1,Malaysia 🇲🇾,46.0°E,Non-Planned,Early-Stage,No,n/a,No,0.01°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MEASAT-SA4C_1&sel_satname=MEASAT-SA4C_1&plan_id=
AZERSAT-46E-K,Azerbaijan 🇦🇿,46.0°E,Non-Planned,Early-Stage,No,n/a,No,0.01°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AZERSAT-46E-K&sel_satname=AZERSAT-46E-K&plan_id=
MEASAT-46E,Malaysia 🇲🇾,46.0°E,Non-Planned,Late-Stage,Yes,No,No,0.01°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=MEASAT-46E&sel_satname=MEASAT-46E&plan_id=
DJCF-1B,United Kingdom 🇬🇧,46.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.01°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=DJCF-1B&sel_satname=DJCF-1B&plan_id=
OMANSAT-46.25E,Oman 🇴🇲,46.25°E,Non-Planned,Early-Stage,No,n/a,No,0.24°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=OMANSAT-46.25E&sel_satname=OMANSAT-46.25E&plan_id=
MSG-45.5E,Germany 🇩🇪,45.5°E,Non-Planned,Early-Stage,No,n/a,No,0.51°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MSG-45.5E&sel_satname=MSG-45.5E&plan_id=
FMS5-45.5E,France 🇫🇷,45.5°E,Non-Planned,Early-Stage,No,n/a,No,0.51°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FMS5-45.5E&sel_satname=FMS5-45.5E&plan_id=
FIN00000,Finland 🇫🇮,46.8°E,Planned,Early-Stage,No,n/a,No,0.79°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=FIN00000&sel_satname=FIN00000&plan_id=plan
SYRACUSE-3H,France 🇫🇷,47.0°E,Non-Planned,Late-Stage,Yes,No,No,0.99°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SYRACUSE-3H&sel_satname=SYRACUSE-3H&plan_id=
SYRACUSE-31H,France 🇫🇷,47.0°E,Non-Planned,Late-Stage,Yes,No,No,0.99°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SYRACUSE-31H&sel_satname=SYRACUSE-31H&plan_id=
SYRACUSE-4H,France 🇫🇷,47.0°E,Non-Planned,Late-Stage,Yes,No,No,0.99°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SYRACUSE-4H&sel_satname=SYRACUSE-4H&plan_id=
FMS5-47E,France 🇫🇷,47.0°E,Non-Planned,Early-Stage,No,n/a,No,0.99°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FMS5-47E&sel_satname=FMS5-47E&plan_id=
