Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
USNN-2,United States 🇺🇸,53.0°E,Non-Planned,Early-Stage,No,n/a,No,0.25°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USNN-2&sel_satname=USNN-2&plan_id=
EXPRESS-5P,Russian Federation 🇷🇺,53.0°E,Planned,Late-Stage,Yes,No,No,0.25°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EXPRESS-5P&sel_satname=EXPRESS-5P&plan_id=plan
SKYNET-5D,United Kingdom 🇬🇧,53.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.25°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SKYNET-5D&sel_satname=SKYNET-5D&plan_id=
VOLNA-4,Russian Federation 🇷🇺,53.0°E,Non-Planned,Early-Stage,Yes,n/a,No,0.25°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=VOLNA-4&sel_satname=VOLNA-4&plan_id=
SKYNET-4C,United Kingdom 🇬🇧,53.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.25°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SKYNET-4C&sel_satname=SKYNET-4C&plan_id=
SKYNET-4L,United Kingdom 🇬🇧,53.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.25°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SKYNET-4L&sel_satname=SKYNET-4L&plan_id=
F-SAT-30B-53E,France 🇫🇷,53.0°E,Planned,Early-Stage,No,n/a,No,0.25°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-53E&sel_satname=F-SAT-30B-53E&plan_id=plan
SKYNET-53E-KQ,United Kingdom 🇬🇧,53.0°E,Non-Planned,Early-Stage,No,n/a,No,0.25°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SKYNET-53E-KQ&sel_satname=SKYNET-53E-KQ&plan_id=
EXPRESS-5,Russian Federation 🇷🇺,53.0°E,Non-Planned,Late-Stage,Yes,No,No,0.25°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EXPRESS-5&sel_satname=EXPRESS-5&plan_id=
SKYNET-53E-KQ2,United Kingdom 🇬🇧,53.0°E,Non-Planned,Early-Stage,No,n/a,No,0.25°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SKYNET-53E-KQ2&sel_satname=SKYNET-53E-KQ2&plan_id=
EXPRESS-5B,Russian Federation 🇷🇺,53.0°E,Non-Planned,Late-Stage,Yes,No,No,0.25°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EXPRESS-5B&sel_satname=EXPRESS-5B&plan_id=
EXPRESS-5KA,Russian Federation 🇷🇺,53.0°E,Non-Planned,Late-Stage,Yes,No,No,0.25°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EXPRESS-5KA&sel_satname=EXPRESS-5KA&plan_id=
ROU-MILSATCOM2-53.5E,Romania 🇷🇴,53.5°E,Non-Planned,Early-Stage,No,n/a,No,0.25°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ROU-MILSATCOM2-53.5E&sel_satname=ROU-MILSATCOM2-53.5E&plan_id=
BRSAT-53.6E,China 🇨🇳,53.6°E,Non-Planned,Early-Stage,No,n/a,No,0.35°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=BRSAT-53.6E&sel_satname=BRSAT-53.6E&plan_id=
EMARSAT-5G,United Arab Emirates 🇦🇪,52.5°E,Non-Planned,Late-Stage,Yes,No,No,0.75°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EMARSAT-5G&sel_satname=EMARSAT-5G&plan_id=
YAHSAT-FSS2-52.5E,United Arab Emirates 🇦🇪,52.5°E,Planned,Early-Stage,No,n/a,No,0.75°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=YAHSAT-FSS2-52.5E&sel_satname=YAHSAT-FSS2-52.5E&plan_id=plan
YAHSAT-FSS4-52.5E,United Arab Emirates 🇦🇪,52.5°E,Planned,Early-Stage,No,n/a,No,0.75°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YAHSAT-FSS4-52.5E&sel_satname=YAHSAT-FSS4-52.5E&plan_id=plan
YAHSAT-FSS3-52.5E,United Arab Emirates 🇦🇪,52.5°E,Planned,Early-Stage,No,n/a,No,0.75°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YAHSAT-FSS3-52.5E&sel_satname=YAHSAT-FSS3-52.5E&plan_id=plan
