Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
INSAT-TTC(93.5)E,India 🇮🇳,93.5°E,Non-Planned,Late-Stage,Yes,No,No,0.82°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-TTC(93.5)E&sel_satname=INSAT-TTC(93.5)E&plan_id=
INSAT-KU17(93.5E),India 🇮🇳,93.5°E,Non-Planned,Early-Stage,No,n/a,No,0.82°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KU17(93.5E)&sel_satname=INSAT-KU17(93.5E)&plan_id=
INSAT-METD(93.5E),India 🇮🇳,93.5°E,Non-Planned,Early-Stage,Yes,n/a,No,0.82°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-METD(93.5E)&sel_satname=INSAT-METD(93.5E)&plan_id=
INSAT-2(93.5),India 🇮🇳,93.5°E,Non-Planned,Late-Stage,Yes,No,No,0.82°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-2(93.5)&sel_satname=INSAT-2(93.5)&plan_id=
INSAT-NAV(93.5),India 🇮🇳,93.5°E,Non-Planned,Late-Stage,Yes,No,No,0.82°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-NAV(93.5)&sel_satname=INSAT-NAV(93.5)&plan_id=
INSAT-EK93.5,India 🇮🇳,93.5°E,Non-Planned,Late-Stage,Yes,No,No,0.82°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-EK93.5&sel_satname=INSAT-EK93.5&plan_id=
INSAT-2T (93.5),India 🇮🇳,93.5°E,Non-Planned,Late-Stage,Yes,No,No,0.82°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-2T+(93.5)&sel_satname=INSAT-2T+(93.5)&plan_id=
INSAT-2M (93.5),India 🇮🇳,93.5°E,Non-Planned,Late-Stage,Yes,No,No,0.82°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-2M+(93.5)&sel_satname=INSAT-2M+(93.5)&plan_id=
INSAT-2K (93.5),India 🇮🇳,93.5°E,Non-Planned,Late-Stage,Yes,No,No,0.82°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-2K+(93.5)&sel_satname=INSAT-2K+(93.5)&plan_id=
INSAT-2E93.5,India 🇮🇳,93.5°E,Non-Planned,Late-Stage,Yes,No,No,0.82°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-2E93.5&sel_satname=INSAT-2E93.5&plan_id=
IND-SATS-93.5E,India 🇮🇳,93.5°E,Non-Planned,Early-Stage,Yes,n/a,No,0.82°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=IND-SATS-93.5E&sel_satname=IND-SATS-93.5E&plan_id=
INSAT-KA93.5ER,India 🇮🇳,93.5°E,Non-Planned,Early-Stage,No,n/a,No,0.82°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KA93.5ER&sel_satname=INSAT-KA93.5ER&plan_id=
